company,product name ,category,ingredients,link,total number of reviews,product rate 
FLOWER Beauty,Draw The Line Eyebrow Pencil,"Home
Makeup
Eyes
Eyebrows","EB15 (Brunette), EB14 (Dark Brunette): Dimethicone, Polyethylene, Trimethylsiloxysilicate, Ozokerite, Polybutene, Polymethyl Methacrylate, Synthetic Beeswax, Synthetic Wax, Stearic Acid, Disteardimonium Hectorite, Lecithin, Propylene Carbonate, Polymethylsilsesquioxane, Tocopheryl Acetate, Bis-Hydroxyethoxypropyl Dimethicone, Triethoxycaprylylsilane, Synthetic Fluorphlogopite, Calcium Sodium Borosilicate, Dimethicone/Vinyl Dimethicone Crosspolymer. May Contain/Peut Contenir: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Mica (CI 77019), Aluminum Powder (CI 77000), Ferric Ferrocyanide (CI 77510), Carmine (CI 75470), Bismuth Oxychloride (CI 77163). EB16 (Blonde): Dimethicone, Polyethylene, Trimethylsiloxysilicate, Ozokerite, Polybutene, Polymethyl Methacrylate, Synthetic Beeswax, Synthetic Wax, Stearic Acid, Disteardimonium Hectorite, Lecithin, Propylene Carbonate, Polymethylsilsesquioxane, Tocopheryl Acetate, Bis-Hydroxyethoxypropyl Dimethicone, Triethoxycaprylylsilane, Dimethicone/Vinyl Dimethicone Crosspolymer, Silica. May Contain/Peut Contenir: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Mica (CI 77019), Aluminum Powder (CI 77000), Ferric Ferrocyanide (CI 77510), Carmine (CI 75470), Bismuth Oxychloride (CI 77163).",https://www.ulta.com/p/draw-line-eyebrow-pencil-xlsImpprod17631295?sku=2524877,0,4.3
FLOWER Beauty,Miracle Matte Liquid Lip Color,"Home
Makeup
Lips
Lipstick","Water, Talc, Cyclopentasiloxane, Isononyl Isononanoate, Cetyl PEG/PPG-10/1 Dimethicone, Nylon-12, Sorbitan Isostearate, Lauroyl Lysine, Cetyl Dimethicone, Polyglyceryl-4 Isostearate, Hexyl Laurate, Propylene Glycol, Sodium Chloride, Tocopheryl Acetate, Beeswax, Ricinus Communis (Castor) Seed Oil, Flavor, Diazolidinyl Urea, Methylparaben, Propylparaben, Lecithin. May Contain: Titanium Dioxide, Zinc Oxide, Iron Oxides, Yellow 5 Lake, Red 6 Lake, Mica, Red 7 Lake, Blue 1 Lake, Bismuth Oxychloride, Red 27 Lake, Red 33 Lake.",https://www.ulta.com/p/miracle-matte-liquid-lip-color-xlsImpprod17631367?sku=2525010,0,4.3
Burt's Bees,100% Natural All Aglow Lip & Cheek Stick,"Home
Makeup
Lips
Lipstick","Simmondsia Chinensis (Jojoba) Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Cera Alba [Beeswax], Cocos Nucifera (Coconut) Oil, Raphanus Sativus (Radish) Seed Extract, Ricinus Communis (Castor) Seed Oil, Lauryllaurate, Mica, Theobroma Grandiflorum Seed Butter, Silica, Rosmarinus Officinalis (Rosemary) Leaf Extract, Tocopherol, Glycine Soja (Soybean) Oil, Linoleic Acid, Linolenic Acid, Aqua [Water], Alumina, Aroma [Flavor]*, Linalool. May Contain: Ci75470 [Carmine], Ci7749hi7749ni77499 [Iron Oxides], Ci77891 [Titanium Dioxide]. *Arome Naturel/Natural Flavor.",https://www.ulta.com/p/100-natural-all-aglow-lip-cheek-stick-xlsImpprod19031007?sku=2537394,0,4.5
NYX Professional Makeup,Jumbo Eye Pencil All-In-One Eyeshadow Eyeliner Pencil,"Home
Makeup
Eyes
Eyeshadow","Ingredients: Mica, Isononyl Isononanoate, Octyldodecanol, Ethylhexyl Palmitate, Isostearyl Isostearate, Ci 77891 / Titanium Dioxide, Candelilla Cera / Candelilla Wax / Cire De Candelilla, Alumina, Cera Microcristallina / Microcrystalline Wax / Cire Microcristalline, Cera Microcristallina / Hydrogenated Microcrystalline Wax, Cera Alba / Beeswax / Cire Dabeille, Copernicia Cerifera Cera / Carnauba Wax / Cire De Carnauba, Polyethylene, Tocopheryl Acetate, Tin Oxide, Aluminum Hydroxide, Caprylyl Glycol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Phenoxyethanol, Ci 19140 / Yellow 5 Lake, Ci 42090 / Blue 1 Lake.",https://www.ulta.com/p/jumbo-eye-pencil-all-in-one-eyeshadow-eyeliner-pencil-xlsImpprod2150066?sku=2139571,0,4.1
Beekman 1802,Pure Goat Milk Lip Balm,"Home
Skin Care
Moisturizers
Lip Care","Helianthus Annuus (Sunflower) Seed Oil*, Cera Alba (Beeswax)*, Cocos Nucifera (Coconut) Oil*, Butyrospermum Parkii (Shea Butter) Fruit*, Caprae Lac (Goat Milk), Avena Sativa (Oat) Kernel Flour, Tocopherol (Vitamin E).*Certified Organic.",https://www.ulta.com/p/pure-goat-milk-lip-balm-pimprod2026729?sku=2585206,0,4.8
Dermablend,Cover Creme Full Coverage Foundation,"Home
Makeup
Face
Foundation","Titanium Dioxide 3% Mineral Oil, Talc, Beeswax, Isopropyl Palmitate, Stearyl Stearate, Kaolin, Magnesium Carbonate, Copernicia Cerifera (Carnauba) Wax, Allantoin, Microcrystalline Wax, Lauroyl Lysine. May Contain: Titanium Dioxide, Barium Sulfate, Iron Oxides.",https://www.ulta.com/p/cover-creme-full-coverage-foundation-xlsImpprod540044?sku=2216155,0,4.1
BOBBI BROWN,Micro Brow Pencil,"Home
Makeup
Eyes
Eyebrows","Blonde: Hydrogenated Vegetable Oil, Copernicia Cerifera (carnauba) Wax\ Copernicia Cerifera Cera \Cire De Carnauba, Beeswax\Cera Alba\Cire D'abeille, Paraffin, Glyceryl Stearate, Dicalcium Phosphate, Stearic Acid, Sorbitan Tristearate, Palmitic Acid, Tocopherol. may Contain: Mica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Aluminum Powder (CI 77000), Bismuth Oxychloride (CI 77163), Blue 1 Lake (CI 42090), Bronze Powder (CI 77400), Chromium Hydroxide Green (CI 77289), Chromium Oxide Greens (CI 77288), Copper Powder (CI 77400), Ferric Ammonium Ferrocyanide (CI 77510), Ferric Ferrocyanide (CI 77510), Manganese Violet (CI 77742), Ultramarines (CI 77007), Yellow 5 Lake (CI 19140).",https://www.ulta.com/p/micro-brow-pencil-pimprod2024890?sku=2583653,0,2.4
Naturalicious,Moisture Infusion Styling Crème,"Home
Hair
Styling Products
Curl Enhancing","Deionized Water, Cetearyl Alcohol and Ceterareth-20 (Coconut Derived), Vegetable Glycerin, Shea Butter, Beeswax, Coconut Oil, Dimethicone, Glyceryl Stearate and PEG-100 Stearate, Sunflower Oil, Phenoxethanol, Vitamin E, Carbomer, Sodium Citrate, Fragrance.",https://www.ulta.com/p/moisture-infusion-styling-creme-pimprod2007744?sku=2552032,0,5
L.A. Girl,Jetsetter Mascara - Black,"Home
Makeup
Eyes
Mascara","Water (Aqua), Stearic Acid, Copernicia Cerifera (Carnauba) Wax, Microcrystalline Wax, Polyisobutene, Hydrogenated Vegetable Oil, Triethanolamine, Pvp, Phenoxyethanol, Beeswax (Cera Alba), Caprylyl Glycol, Hydrogenated Palm Acid, Stearyl Stearate, Iron Oxide Black (CI 77499).",https://www.ulta.com/p/jetsetter-mascara-black-pimprod2021878?sku=2573375,0,4.3
Nads Natural,Nose Wax For Men & Women,"Home
Body Care
Self Care & Wellness
Hair Removal","Glyceryl Hydrogenated Rosinate, Paraffin, Cera Alba (Beeswax), Prunus Amygdalus Dulcis (Sweet Almond) Oil, CI 77891 (Titanium Dioxide), Aloe Barbadensis Leaf Extract, Anthemis Nobilis (Chamomile) Flower Oil, Glycine Soja (Soybean) Oil, Parfum (Fragrance).",https://www.ulta.com/p/nose-wax-men-women-xlsImpprod16321243?sku=2514887,0,4.3
ColourPop,Brow Long-Wearing Pencil,"Home
Makeup
Eyes
Eyebrows","Polyethylene, Isononyl Isononanoate, Ricinus Communis (Castor) Seed Oil, Copernicia Cerifera (Carnauba) Wax, Silica, Synthetic Beeswax. May Contain: Iron Oxides (CI 77491, CI 77492, CI 77499), Mica (CI 77019), Titanium Dioxide (CI 77891).",https://www.ulta.com/p/brow-long-wearing-pencil-xlsImpprod18951019?sku=2535040,0,4
Buxom,Power-full Plump Lip Balm,"Home
Makeup
Lips
Lip Tints & Balms","Pentaerythrityl Tetraisostearate, Isostearyl Isostearate, Diisostearyl Malate, Beeswax (Cera Alba/Cire D'Abeille), Microcrystalline Wax (Cera Microcristallina/Cire Microcristalline), Menthone Glycerin Acetal, Euphorbia Cerifera (Candelilla) Wax (Candelilla Cera/Cire Candelilla), Cucurbita Pepo (Pumpkin) Seed Oil, Lactic Acid, Palmitoyl Tripeptide-1, Ethylhexyl Palmitate, Tribehenin, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Citric Acid, Sorbitan Isostearate, Mica, Silica, Tin Oxide, Flavor (Aroma). May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, 77492, 77499), Blue 1 Lake (CI 42090), Red 6 (CI 15850), Red 7 Lake (CI 15850), Red 27 (CI 45410), Red 28 Lake (CI 45410), Yellow 6 Lake (CI 15985).",https://www.ulta.com/p/power-full-plump-lip-balm-pimprod2011829?sku=2557725,0,3.9
NUDESTIX,Magnetic Luminous Eye Color,"Home
Makeup
Eyes
Eyeshadow","Isododecane, Mica, Polymethylsilsesquioxane, Synthetic Wax, Hydrogenated Polydicyclopentadiene, Hydrogenated Poly(C6-14 Olefin), Hydrogenated Polydecene, Hydrogenated Polyisobutene, Polybutene, Silica, Nylon-12, Glyceryl Caprylate, Polyethylene, Polyglyceryl-4 Diisostearate/Polyhydroxystearate/ Sebacate, Synthetic Beeswax, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Copernicia Cerifera (Carnauba) Wax, Synthetic Fluorphlogopite, Tin Oxide [+/- Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Manganese Violet (CI 77742), Copper Powder (CI 77400)]",https://www.ulta.com/p/magnetic-luminous-eye-color-xlsImpprod15581019?sku=2508169,0,4.4
Benefit Cosmetics,Goof Proof Waterproof Easy Shape & Fill Eyebrow Pencil,"Home
Makeup
Eyes
Eyebrows","1 Cool Light Blonde: Synthetic Fluorphlogopite, Stearic Acid, Hydrogenated Castor Oil, Synthetic Japan Wax, Ethylhexyl Palmitate, Cera Alba (Beeswax), Sorbitan Sesquiisostearate, Aluminum Hydroxide, Tocopherol. May Contain: CI 19140 (Yellow 5, Yellow 5 Lake), CI 42090 (Blue 1 Lake), CI 77007 (Ultramarines), CI 77163 (Bismuth Oxychloride), CI 77288 (Chromium Oxide Greens), CI 77289 (Chromium Hydroxide Green), CI 77491, CI 77492, CI 77499 (Iron Oxides), CI 77510 (Ferric Ferrocyanide, Ferric Ammonium Ferrocyanide), CI 77742 (Manganese Violet), CI 77891 (Titanium Dioxide).
Product ingredient listings are updated periodically. Before using a Benefit Product, please read the ingredient list on the packaging of your product to be sure that the ingredients are appropriate for your personal use.",https://www.ulta.com/p/goof-proof-waterproof-easy-shape-fill-eyebrow-pencil-xlsImpprod14191013?sku=2304330,0,4.6
Duke Cannon Supply Co,Best Damn Beard Balm,"Home
Gifts
By Category
Men's Gifts","*Shea Butter, Lanolin Oil, *Beeswax, *Apricot Kernel Oil, *Argan Oil, *Cocoa Butter, *Jojoba Oil, Sweet Orange Essential Oil, *Sandalwood Essential Oil, *Clove Essential Oil, Mixed Tocopherols, *Rosemary Extract, *Calendula Extract *Certified Organic Ingredients.",https://www.ulta.com/p/best-damn-beard-balm-xlsImpprod16171055?sku=2512944,0,4.2
Avène,Tolerance Control Skin Recovery Cream,"Home
Skin Care
Moisturizers
Face Moisturizer","Avene Thermal Spring Water (Avene Aqua), Caprylic/Capric Triglyceride, Ethylhexyl Palmitate, Glycerin, Cetearyl Alcohol, Squalane, Cetearyl Glucoside, Cetyl Esters, Aquaphilus Dolomiae Extract Filtrate, Arginine, Beeswax (Cera Alba), Citric Acid, Tromethamine, Water (Aqua), Xanthan Gum.",https://www.ulta.com/p/tolerance-control-skin-recovery-cream-pimprod2026568?sku=2586855,0,4.4
Essence,Lash Princess Volume Mascara,"Home
Makeup
Eyes
Mascara","Aqua (Water), Synthetic Beeswax, Paraffin, Copernicia Cerifera (Carnauba) Wax, Acacia Senegal Gum, Stearic Acid, Palmitic Acid, Cera Microcristallina (Microcrystalline Wax), Hydrogenated Lecithin, Aminomethyl Propanediol, Glycerin, Magnesium Silicate, Hydroxyethylcellulose, Ethylhexylglycerin, Phenoxyethanol, CI 77499 (Iron Oxides).",https://www.ulta.com/p/lash-princess-volume-mascara-xlsImpprod12011187?sku=2283547,0,4.3
Neutrogena,"Hydro Boost Hyaluronic Acid Gel-Cream, Extra Dry Skin","Home
Skin Care
Moisturizers
Face Moisturizer","Water, Dimethicone, Glycerin, Cetearyl Olivate, Polyacrylamide, Sorbitan Olivate, Phenoxyethanol, Dimethicone/Vinyl Dimethicone Crosspolymer, Synthetic Beeswax, C13-14 Isoparaffin, Dimethiconol, Dimethicone Crosspolymer, Chlorphenesin, Laureth-7, Carbomer, Sodium Hyaluronate, Ethylhexylglycerin, C12-14 Pareth-12, Sodium Hydroxide.",https://www.ulta.com/p/hydro-boost-hyaluronic-acid-gel-cream-extra-dry-skin-xlsImpprod12041837?sku=2284292,0,4.7
Nads Natural,Facial Wax Strips,"Home
Body Care
Self Care & Wellness
Hair Removal","Hydrogenated Polycyclopentadiene, Paraffinum Liquidum (Mineral Oil), Cera Alba (Beeswax), Cera Microcristallina (Microcrystalline Wax), Petrolatum, Aloe Barbadensis Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Mica, Titanium Dioxide, CI 47000 (Yellow 11), CI 61565 (Green 6).",https://www.ulta.com/p/facial-wax-strips-xlsImpprod2300083?sku=2159973,0,3.5
ColourPop,Blush Stix,"Home
Makeup
Face
Blush","Phenylpropyldimethylsiloxysilicate, Caprylyl Methicone, Phenyl Trimethicone, Paraffin, Caprylic/Capric Triglyceride, Vp/Hexadecene Copolymer, Ceresin, Hydrated Silica, Copernicia Cerifera (Carnauba) Wax, Synthetic Beeswax, Hydrogenated Soybean Oil, Cetyl Peg/Ppg-10/1 Dimethicone, Lauryl Laurate, Stearic Acid, Phenoxyethanol, Caprylyl Glycol, Microcrystalline Wax, Tocopherol, Potassium Sorbate, Water, Hexylene Glycol, Iron Oxides (CI 77491, CI 77492, CI 77499), Mica (CI 77019), Red 7 Lake (CI 15850), Red 27 Lake (CI 45410), Titanium Dioxide (CI 77891).",https://www.ulta.com/p/blush-stix-pimprod2009396?sku=2550449,0,4.3
NUDESTIX,Bright Nude Eye Mini 3-piece Kit,"Home
Makeup
Gifts & Value Sets","Mini Magnetic Luminous Eye Color: Isododecane, Mica, Calcium Sodium Borosilicate, Polymethylsilsesquioxane, Synthetic Wax, Hydrogenated Polydicyclopentadiene, Hydrogenated Poly(C6-14 Olefin), Hydrogenated Polydecene, Hydrogenated Polyisobutene, Polybutene, Silica, Nylon-12, Glyceryl Caprylate, Polyethylene, Polyglyceryl-4 Diisostearate/Polyhydroxystearate/ Sebacate, Synthetic Beeswax, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Copernicia Cerifera (Carnauba) Wax, Synthetic Fluorphlogopite, Calcium Aluminum Borosilicate, Tin Oxide [+/- Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77499), Blue 1 Lake (CI 42090)].
Mini Magnetic Matte Eye Color: Isododecane, Mica, Polymethylsilsesquioxane, Synthetic Wax, Hydrogenated Polydicyclopentadiene, Hydrogenated Poly(C6-14 Olefin), Hydrogenated Polydecene, Hydrogenated Polyisobutene, Polybutene, Silica, Nylon-12, Glyceryl Caprylate, Polyethylene, Polyglyceryl-4 Diisostearate/Polyhydroxystearate/ Sebacate, Synthetic Beeswax, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Copernicia Cerifera (Carnauba) Wax, Synthetic Fluorphlogopite [+/- Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Ferric Ferrocyanide (CI 77510), Blue 1 Lake (CI 42090), Manganese Violet (CI 77742), Bismuth Oxychloride (CI 77163), Yellow 5 Lake (CI 19140)].",https://www.ulta.com/p/bright-nude-eye-mini-3-piece-kit-pimprod2022314?sku=2568577,0,3.8
ULTA Beauty Collection,Under Eye Primer,"Home
Makeup
Eyes
Eye Primer & Base","Water/Aqua/Eau, Cyclopentasiloxane, Isododecane, Diisostearoyl, Polyglyceryl-3 Dimer Dilinoleate, Caprylic/Capric Triglyceride, Polymethyl Methacrylate, Butylene Glycol, Butyrospermum Parkii (Shea) Butter, Beeswax/Cera Alba/Cire d'Abeille, Disteardimonium Hectorite, Silica, Ethylhexyl Palmitate, Synthetic Beeswax, Adipic Acid/Neopentyl Glycol Crosspolymer, Hydrogenated Castor Oil, Trimethylsiloxysilicate, Sodium Chloride, Phenoxyethanol, Caffeine, Sodium Dehydroacetate, Tetrasodium EDTA, Glycerin, Ethylhexylglycerin, Tocopheryl Acetate, Dimethicone, Sorbitan Oleate, VP/VA Copolymer, Triethoxycaprylylsilane, Marrubium Vulgare Extract, Sorbitan Laurate, Amodimethicone, Hydroxypropyl Methylcellulose, Hesperidin Methyl Chalcone, Steareth-20, Butyrospermum Parkii (Shea) Butter Extract, Xanthan Gum, Myristyl Malate Phosphonic Acid, Dipeptide-2, Palmitoyl Tetrapeptide-7, Caprylyl Glycol, Chlorhexidine Digluconate, Chlorphenesin, Citric Acid, Potassium Sorbate, Sodium Citrate, Tocopherol, Mica, Iron Oxides (CI 77491), Titanium Dioxide (CI 77891), Carmine (CI 75470).
Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://www.ulta.com/p/under-eye-primer-pimprod2026434?sku=2579135,0,3.9
