company,product name ,category,ingredients,link,total number of reviews,product rate 
ColourPop,Too Haute Eyeshadow Palette,"Home
Makeup
Eyes
Eyeshadow Palettes","LOL, NO.: Dimethicone, Calcium Sodium Borosilicate, Magnesium Myristate, Lauroyl Lysine, Synthetic Fluorphlogopite, Boron Nitride, Dimethiconol, Phenoxyethanol, Silica, Caprylyl Glycol, Tin Oxide, Ethylhexylglycerin, Hexylene Glycol. May Contain: Bismuth Oxychloride (CI 77163), Blue 1 Lake (CI 42090), Carmine (CI 75470), Iron Oxides (CI 77491, CI 77492, CI 77499), Manganese Violet (CI 77742), Mica (CI 77019), Red 6 Lake (CI 15850), Red 7 Lake (CI 15850), Red 28 Lake (CI 45410), Red 40 Lake (CI 16035), Titanium Dioxide (CI 77891), Ultramarines (CI 77007), Yellow 5 Lake (CI 19140).2 AM*: *Not intended for use in the immediate eye area. Synthetic Fluorphlogopite, Talc, Boron Nitride, Zinc Stearate, Lauroyl Lysine, Magnesium Stearate, Dimethicone, Caprylic/capric Triglyceride, Silica, Phenoxyethanol, Caprylyl Glycol, Dimethiconol, Ethylhexylglycerin, Hexylene Glycol. May Contain: Bismuth Oxychloride (CI 77163), Blue 1 Lake (CI 42090), Carmine (CI 75470), Iron Oxides (CI 77491, CI 77492, CI 77499), Manganese Violet (CI 77742), Mica (CI 77019), Red 6 Lake (CI 15850), Red 7 Lake (CI 15850), Red 28 Lake (CI 45410), Red 40 Lake (CI 16035), Titanium Dioxide (CI 77891), Ultramarines (CI 77007), Yellow 5 Lake (CI 19140).THE IVY: Synthetic Fluorphlogopite, Dimethicone, Calcium Aluminum Borosilicate, Magnesium Myristate, Lauroyl Lysine, Boron Nitride, Silica, Tin Oxide, Dimethiconol, Phenoxyethanol, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol. May Contain: Bismuth Oxychloride (CI 77163), Blue 1 Lake (CI 42090), Carmine (CI 75470), Iron Oxides (CI 77491, CI 77492, CI 77499), Manganese Violet (CI 77742), Mica (CI 77019), Red 6 Lake (CI 15850), Red 7 Lake (CI 15850), Red 28 Lake (CI 45410), Red 40 Lake (CI 16035), Titanium Dioxide (CI 77891), Ultramarines (CI 77007), Yellow 5 Lake (CI 19140).FLIRT*: *Not intended for use in the immediate eye area. Synthetic Fluorphlogopite, Talc, Boron Nitride, Zinc Stearate, Lauroyl Lysine, Magnesium Stearate, Dimethicone, Caprylic/capric Triglyceride, Silica, Phenoxyethanol, Caprylyl Glycol, Dimethiconol, Ethylhexylglycerin, Hexylene Glycol. May Contain: Bismuth Oxychloride (CI 77163), Blue 1 Lake (CI 42090), Carmine (CI 75470), Iron Oxides (CI 77491, CI 77492, CI 77499), Manganese Violet (CI 77742), Mica (CI 77019), Red 6 Lake (CI 15850), Red 7 Lake (CI 15850), Red 28 Lake (CI 45410), Red 40 Lake (CI 16035), Titanium Dioxide (CI 77891), Ultramarines (CI 77007), Yellow 5 Lake (CI 19140).WEST END*: *Not intended for use in the immediate eye area. Boron Nitride, Aluminum Starch Octenylsuccinate, Zinc Stearate, Dimethicone, Phenoxyethanol, Lauroyl Lysine, Caprylyl Glycol, Dimethiconol, Ethylhexylglycerin, Hexylene Glycol. May Contain: Bismuth Oxychloride (CI 77163), Blue 1 Lake (CI 42090), Carmine (CI 75470), Iron Oxides (CI 77491, CI 77492, CI 77499), Manganese Violet (CI 77742), Mica (CI 77019), Red 6 Lake (CI 15850), Red 7 Lake (CI 15850), Red 28 Lake (CI 45410), Red 40 Lake (CI 16035), Titanium Dioxide (CI 77891), Ultramarines (CI 77007), Yellow 5 Lake (CI 19140).",https://www.ulta.com/p/too-haute-eyeshadow-palette-pimprod2026605?sku=2586119,0,4
ColourPop,Truly Madly Deeply Pressed Powder Eyeshadow Palette,"Home
Gifts
By Price
$25 and Under","Ay Low, Poodle, Golden Gate Bridge, Cut Outs, Made To Last, Matter Of Fact: Talc, Synthetic Fluorphlogopite, Boron Nitride, Zinc Stearate, Lauroyl Lysine, Magnesium Stearate, Dimethicone, Caprylic/Capric Triglyceride, Silica, Phenoxyethanol, Caprylyl Glycol, Dimethiconol, Ethylhexylglycerin, Hexylene Glycol. May Contain: Carmine (CI 75470), Iron Oxides (CI 77491, CI 77492, CI 77499), Manganese Violet (CI 77742), Mica (CI 77019), Red 40 Lake (CI 16035), Titanium Dioxide (CI 77891), Yellow 5 Lake (CI 19140).
Mr. Sandman: Synthetic Fluorphlogopite, Dimethicone, Calcium Aluminum Borosilicate, Magnesium Myristate, Lauroyl Lysine, Boron Nitride, Silica, Dimethiconol, Phenoxyethanol, Caprylyl Glycol, Tin Oxide, Ethylhexylglycerin, Hexylene Glycol, Carmine (CI 75470), Iron Oxides (CI 77491, CI 77492, CI 77499), Mica (CI 77019), Titanium Dioxide (CI 77891).
Pretty Cruel, Two Much: Synthetic Fluorphlogopite, Talc, Boron Nitride, Lauroyl Lysine, Magnesium Stearate, Zinc Stearate, Caprylic/Capric Triglyceride, Dimethicone, Silica, Phenoxyethanol, Caprylyl Glycol, Dimethiconol, Ethylhexylglycerin, Hexylene Glycol, Tin Oxide. May Contain: Blue 1 Lake (CI 42090), Carmine (CI 75470), Iron Oxides (CI 77491, CI 77492, CI 77499), Manganese Violet (CI 77742), Mica (CI 77019), Red 40 Lake (CI 16035), Titanium Dioxide (CI 77891).
Blossom, Jackpot: Dimethicone, Boron Nitride, Silica, Magnesium Stearate, Lauroyl Lysine, Dimethiconol, Phenoxyethanol, Talc, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Tin Oxide. May Contain: Bismuth Oxychloride (CI 77163), Carmine (CI 75470), Iron Oxides (CI 77491, CI 77492, CI 77499), Mica (CI 77019), Red 40 Lake (CI 16035), Titanium Dioxide (CI 77891).
Sweet Dreams: Boron Nitride, Dimethicone, Caprylic/Capric Triglyceride, Magnesium Stearate, Lauroyl Lysine, Talc, Phenoxyethanol, Caprylyl Glycol, Dimethiconol, Ethylhexylglycerin, Hexylene Glycol, Bismuth Oxychloride (CI 77163), Carmine (CI 75470), Iron Oxides (CI 77491, CI 77492, CI 77499), Mica (CI 77019), Titanium Dioxide (CI 77891).
Misty: Synthetic Fluorphlogopite, Octyldodecyl Stearoyl Stearate, Ptfe, Cetearyl Ethylhexanoate, Silica, Magnesium Myristate, Lauroyl Lysine, Jojoba Esters, Phenoxyethanol, Helianthus Annuus (Sunflower) Seed Oil, Caprylyl Glycol, Tin Oxide, Dimethicone, Ethylhexylglycerin, Hexylene Glycol, Acacia Decurrens Extract, Polyglycerin-3, Bismuth Oxychloride (CI 77163), Iron Oxides (CI 77491), Mica (CI 77019), Titanium Dioxide (CI 77891).
Hungry Ghost, Renegade, Indio: Polyethylene Terephthalate, Dimethicone, Polymethyl Methacrylate, Lauroyl Lysine, Polyurethane 33, Magnesium Myristate, Chlorphenesin, Dehydroacetic Acid, Aluminum. May Contain: Iron Oxides (CI 77492), Red 7 Lake (CI 15850), Red 34 (CI 15880), Yellow 5 (CI 19140).",https://www.ulta.com/p/truly-madly-deeply-pressed-powder-eyeshadow-palette-pimprod2010031?sku=2552597,0,4.5
CoverGirl,Clean Fresh Blush Palette,"Home
Makeup
Face
Blush","Synthetic Fluorphlogopite, Polymethylsilsesquioxane, Mica, Dipentaerythrityl Hexahdroxystearate, Lauryl Dimethicone, Neopentyl Glycol Dicaprylate/Dicaprate, Zinc Stearate, Caprylyl Glycol, Ethylhexylglycerin, [May Contain/Peut Contenir/+/-:Bismuth Oxychloride (CI 77163), Red 7 Lake (CI 15850 ), Manganese Violet ( CI 77742), Titanium Dioxide ( CI 77891 ), Iron Oxides ( CI 77491, CI 77492, CI 77499) , Ultramarines ( CI 77007), Yellow 5 ( CI 19140), Red 6 Lake ( CI 15850 ), Blue 1 Lake (CI 42090)].",https://www.ulta.com/p/clean-fresh-blush-palette-pimprod2028109?sku=2586574,0,4.5
CHANEL,LA BASE Protective And Smoothing,"Home
Luxury at Ulta Beauty
Makeup","Butyl Acetate, Ethyl Acetate, Nitrocellulose, Adipic Acid/Neopentyl Glycol/Trimellitic Anhydride Copolymer, Acetyl Tributyl Citrate, Isopropyl Alcohol, Stearalkonium Bentonite, Argania Spinosa Kernel Oil, Acrylates Copolymer, Silica, N-Butyl Alcohol, Benzophenone-1, Diacetone Alcohol, Hexanal, Tocopheryl Acetate, Trimethylpentanediyl Dibenzoate, Algae Extract, Mannitol, Phosphoric Acid, Solum Diatomeae (Diatomaceous Earth), Zinc Sulfate, CI 19140 (Yellow 5 Lake), CI 77491 (Iron Oxides), CI 77891 (Titanium Dioxide), IL82A.",https://www.ulta.com/p/la-base-protective-smoothing-pimprod2030006?sku=2528619,0,5
ColourPop,Party Proof Long-Wearing Eye Primer,"Home
Makeup
Eyes
Eye Primer & Base","Cyclopentasiloxane, Isododecane, Talc, Trimethylsiloxysilicate, Cyclohexasiloxane, Polyethylene, Zinc Stearate, Trihydroxystearin, Polyhydroxystearic Acid, Vp/Eicosene Copolymer, Synthetic Beeswax, Disteardimonium Hectorite, Simmondsia Chinensis (Jojoba) Seed Oil, Magnesium Stearate, Caprylyl Glycol, Propylene Carbonate, Phenoxyethanol, Aluminum Dimyristate, Triethoxycaprylylsilane, Disodium Stearoyl Glutamate, Hexylene Glycol, Tocopherol, Dimethicone, Caffeine. May Contain: Bismuth Oxychloride (Ci 77163), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Mica (Ci 77019), Titanium Dioxide (Ci 77891).",https://www.ulta.com/p/party-proof-long-wearing-eye-primer-pimprod2030955?sku=2592766,0,3.9
Laura Mercier,Translucent Loose Setting Powder Ultra-Blur,"Home
Makeup
Face
Setting Spray & Powder","Mica, Lauroyl Lysine, Zinc Stearate, Aluminum Starch Octenylsuccinate, Silica, C13-15 Alkane, Ethylhexylglycerin, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Sodium Hyaluronate, Sorbic Acid. May Contain/Peut Contenir (+/-): Blue 1 Lake (Ci 42090), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Manganese Violet (Ci 77742), Red 7 (Ci 15850), Titanium Dioxide (Ci 77891), Ultramarines (Ci 77007), Yellow 5 Lake (Ci 19140).",https://www.ulta.com/p/translucent-loose-setting-powder-ultra-blur-pimprod2034946?sku=2601179,0,4.6
Maybelline,Super Stay Up to 24HR Hybrid Powder-Foundation,"Home
Makeup
Face
Foundation","Talc, Dimethicone, Zinc Stearate, Silica, Zea Mays Starch/Corn Starch, Caprylic/Capric Triglyceride, Dimethicone/Vinyl Dimethicone Crosspolymer, Caprylyl Glycol, Ethylhexylglycerin, Triethoxycaprylylsilane, Potassium Sorbate, Silica (Nano)/Silica, Isoceteth-10, Barium Sulfate, Tocopherol. May Contain/Peut Contenir (+/-): Ci 77891/Titanium Dioxide, Ci 77491, Ci 77492, Ci 77499/Iron Oxides, Ci 19140/Yellow 5 Lake, Mica, Ci 77742/Manganese Violet, Ci 15850/Red 7 Lake.",https://www.ulta.com/p/super-stay-up-24hr-hybrid-powder-foundation-pimprod2036593?sku=2603931,0,4
Benefit Cosmetics,Hoola Jumbo Matte Powder Bronzer,"Home
Makeup
Face
Bronzer","Talc, Iron Oxides (CI 77491-CI 77492-CI 77499), Zinc Stearate, Ethylhexyl Palmitate, Titanium Dioxide (Ci77891), Dimethicone, Manganese Violet (Ci77742), Methylparaben, Sodium Dehydroacetate, Boron Nitride, Propylparaben, Butylparaben. N° 3n5276-1.
Disclaimer: Product ingredient listings are updated periodically. Before using a Benefit product, please read the ingredient list on the packaging of your product to be sure that the ingredients are appropriate for your personal use.",https://www.ulta.com/p/hoola-jumbo-matte-powder-bronzer-pimprod2040080?sku=2614116,0,4.5
ColourPop,Of Quartz Pressed Powder Palette,"Home
Makeup
Eyes
Eyeshadow Palettes","Rock On: Boron Nitride, Aluminum Starch Octenylsuccinate, Calcium Sodium Borosilicate, Zinc Stearate, Dimethicone, Synthetic Fluorphlogopite Triethoxycaprylylsilane, Phenoxyethanol, Lauroyl Lysine, Silica, Caprylyl Glycol, Dimethiconol,, Ethylhexylglycerin, Hexylene Glycol. May Contain (+/-): Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Mica (Ci 77019), Red 40 Lake (Ci 16035), Titanium Dioxide (Ci 77891), Yellow 5 Lake (Ci 19140).
SiO, In The Zone, Granite Access, Opaque: Synthetic Fluorphlogopite, Talc, Boron Nitride, Zinc Stearate, Lauroyl Lysine, Magnesium Stearate, Dimethicone, Caprylic/Capric Triglyceride, Silica, Triethoxycaprylylsilane, Caprylyl Glycol, Dimethiconol, Alumina, Ethylhexylglycerin, Hexylene Glycol, Phenoxyethanol. May Contain (+/-): Blue 1 Lake (Ci 42090), Bismuth Oxychloride (Ci 77163), Carmine (Ci 75470), Chromium Hydroxide Green (Ci 77289), Chromium Oxide Greens (Ci 77288), Ferric Ammonium Ferrocyanide (Ci 77510), Iron Oxides ( Ci 77491, Ci 77492, Ci 77499), Manganese Violet (Ci 77742), Mica (Ci 77019), Red 7 Lake (Ci 15850), Red 28 Lake (Ci 45410), Red 40 Lake (Ci 16035), Titanium Dioxide (Ci 77891), Yellow 10 (Ci 47005), Yellow 5 Lake (Ci 19140).
Magmatic: Synthetic Fluorphlogopite, Octyldodecyl Stearoyl Stearate, Calcium Sodium Borosilicate, Ptfe, Cetearyl Ethylhexanoate, Magnesium Myristate, Lauroyl Lysine, Jojoba Esters, Phenoxyethanol, Helianthus Annuus (Sunflower) Seed Oil, Caprylyl Glycol, Silica, Ethylhexylglycerin, Hexylene Glycol, Acacia Decurrens Extract, Polyglycerin-3, Dimethicone. May Contain (+/-): Bismuth Oxychloride (Ci 77163), Blue 1 Lake (Ci 42090), Ferric Ferrocyanide (Ci 77510), Ferric Ammonium Ferrocyanide (Ci 77510), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Mica (Ci 77019), Red 40 Lake (Ci 16035), Titanium Dioxide (Ci 77891).
Ore, Transform, Mine Games: Dimethicone, Synthetic Fluorphlogopite, Calcium Sodium Borosilicate, Magnesium Myristate, Lauroyl Lysine, Boron Nitride, Calcium Aluminum Borosilicate, Aluminum Calcium Sodium Silicate,, Triethoxycaprylylsilane, Alumina, Silica, Dimethiconol, Phenoxyethanol, Caprylyl Glycol, Tin Oxide, Ethylhexylglycerin, Hexylene Glycol. May Contain (+/-): Aluminum Powder (Ci 77000), Blue 1 Lake (Ci 42090), Bronze Powder, Ci 77400, Carmine (Ci 75470), Chromium Oxide Greens (Ci 77288), Ferric Ferrocyanide (Ci 77510), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Manganese Violet (Ci 77742), Mica (Ci 77019), Titanium Dioxide (Ci 77891).",https://www.ulta.com/p/of-quartz-pressed-powder-palette-pimprod2030870?sku=2592782,0,4.9
Clinique,The Best Of Black Honey All About Shadow Palette,"Home
Gifts
By Category
Makeup Gifts","Talc, Zinc Stearate, Nylon-12, Dimethicone, Octyldodecyl Stearoyl Stearate, Silica, Astrocaryum Murumuru Seed Butter, Caffeine, Boron Nitride, Methicone, Caprylyl Glycol, Tocopheryl Acetate, Trimethylsiloxysilicate, PTFE, Hexylene Glycol, Alumina, Synthetic Fluorphlogopite, Tin Oxide, Phenoxyethanol. May Contain (+/-) Mica, Titanium Dioxide (Ci 77891), Blue 1 Lake (Ci 42090), Ultramarines (Ci 77007), Ferric Ferrocyanide (Ci 77510), Chromium Hydroxide Green (Ci 77289), Chromium Oxide Greens (Ci 77288), Manganese Violet (Ci 77742), Yellow 5 Lake (Ci 19140), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Bismuth Oxychloride (Ci 77163), Carmine (Ci 75470).
Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up-to-date list of ingredients.",https://www.ulta.com/p/best-of-black-honey-all-about-shadow-palette-pimprod2030902?sku=2592134,0,4.7
Clinique,All About Shadow Duo Eyeshadow,"Home
Makeup
Eyes
Eyeshadow","Talc, Zinc Stearate, Nylon-12, Dimethicone, Octyldodecyl Stearoyl Stearate, Silica, Astrocaryum Murumuru Seed Butter, Caffeine, Boron Nitride, Methicone, Caprylyl Glycol, Tocopheryl Acetate, Trimethylsiloxysilicate, PTFE, Hexylene Glycol, Alumina, Synthetic Fluorphlogopite, Tin Oxide, Phenoxyethanol. May Contain: Mica, Titanium Dioxide (CI 77891), Blue 1 Lake (CI 42090), Ultramarines (CI 77007), Ferric Ferrocyanide (CI 77510), Chromium Hydroxide Green (CI 77289), Chromium Oxide Greens (CI 77288), Manganese Violet (CI 77742), Yellow 5 Lake (CI 19140), Iron Oxides (CI 77491, CI 77492, CI 77499), Bismuth Oxychloride (CI 77163), Carmine (CI 75470).
Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://www.ulta.com/p/all-about-shadow-duo-eyeshadow-xlsImpprod10791985?sku=2262089,0,4.3
