company,product name ,category,ingredients,link,total number of reviews,product rate 
Rosebud Perfume Co.,Smith's Strawberry Lip Balm Tube,"Home
Makeup
Lips
Lip Tints & Balms","Petrolatum, Lanolin, Cera Alba (Beeswax), Cire d'abielle, Parfum/Fragrance",https://www.ulta.com/p/smiths-strawberry-lip-balm-tube-pimprod2036356?sku=2605918,0,4.6
L'Oréal,Voluminous Original Washable Mascara,"Home
Makeup
Eyes
Mascara","Water, Paraffin, Cyclomethicone, Stearic Acid, Beeswax, Triethanolamine, Acacia, Carnauba Wax, Dimethiconol, 2-Oleamido-1, 3-Octadecanediol, Hydroxyethylcellulose, Sodium Polymethacrylate, Panthenol, Imidazolidinyl Urea, Methylparaben, Ethoxydiglycol, Propylparaben, Simethicone, Polyquaternium-10. May Contain: Iron Oxides, Titanium Dioxide, Ultramarines.",https://www.ulta.com/p/voluminous-original-washable-mascara-2641?sku=2063643,0,4
Eyeko,Limitless Long-Wear Pencil Eyeliner,"Home
Makeup
Eyes
Eyeliner","Destiny: Hydrogenated Polyisobutene, Isododecane, Synthetic Wax, Polymethylsilsesquioxane, Mica, Silica, Polybutene, Hydrogenated Polydicyclopentadiene, Synthetic Fluorphlogopite, Oryza Sativa Cera, Hydrogenated Castor Oil, Synthetic Beeswax, Ethylene/Propylene Copolymer, Pearl Powder (Margarita Powder), Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Tin Oxide. May Contain/Peut Contenir: Blue 1 (CI 42090), Carmine (CI 75470), Ultramarines (CI 77007), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499), Ferric Ferrocyanide (CI 77510), Titanium Dioxide (CI 77891).",https://www.ulta.com/p/limitless-long-wear-pencil-eyeliner-pimprod2024737?sku=2581344,0,4.9
NYX Professional Makeup,Slim Eye Pencil Long-Lasting Eyeliner,"Home
Makeup
Eyes
Eyeliner","Black: Microcrystalline Wax / Cera Microcristallina / Cire Microcristalline, Caprylic / Capric Triglyceride, Ricinus Communis (Castor) Seed Oil, Talc, Hydrogenated Coconut Oil, Beeswax / Cera Alba / Cire d'abeille, Copernicia Cerifera (Carnauba) Wax / Copernicia Cerifera Cera / Cire de Carnauba, Euphorbia Cerifera (Candelilla) Wax / Euphorbia Cerifera Cera / Cire de Candelilla, Silica, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate. May Contain: Iron Oxides (CI 77491, 77492, 77499), Titanium Dioxide (CI 77891), Manganese Violet (CI 77742), Ferric Ammonium Ferrocyanide (CI 77510), Ultramarines (CI 77007), Yellow 5 Lake (CI 19140), Blue 1 Lake (CI 42090).",https://www.ulta.com/p/slim-eye-pencil-long-lasting-eyeliner-xlsImpprod2150076?sku=2139536,0,3.9
Morphe,Make It Big Plumping Lip Gloss,"Home
Makeup
Lips
Lip Gloss","Hydrogenated Polyisobutene, Octyldodecanol, Ethylhexyl Palmitate, Silica Dimethyl Silylate, Menthone Glycerin Acetal, Nylon 12, Water (Aqua, Eau), Synthetic Beeswax, Mentha Piperita (Peppermint) Oil, Caprylyl Glycol, Phenoxyethanol, Hexylene Glycol, Sodium Hyaluronate, Benzyl Alcohol, Dehydroacetic Acid, Mica, Silica, Calcium Aluminum Borosilicate, Tin Oxide, Limonene. May Contain/Peut Contenir (+/-): Blue 1 Lake (CI 42090), Yellow 5 Lake (CI 19140), Red 6 Lake (CI 15850), Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Red 28 Lake (CI 45410), Red 22 Lake (CI 45380), Red 28 Lake (CI 45410), Red 6 (CI 15850), Red 7 Lake (CI 15850).",https://www.ulta.com/p/make-it-big-plumping-lip-gloss-pimprod2031217?sku=2593938,0,4.2
Eos,100% Natural 4-Pack Lip Balm,"Home
Skin Care
Moisturizers
Lip Care","Pineapple Passionfruit Stick: Helianthus Annuus (Sunflower) Seed Oil, Beeswax/Cera Alba (Cire d'abeille), Cocos Nucifera (Coconut) Oil, Butyrospermum Parkii (Shea) Butter, Simmondsia Chinensis (Jojoba) Seed Oil, Flavor (Aroma), Copernicia Cerifera (Carnauba) Wax/Cire De Carnauba, Olea Europaea (Olive) Fruit Oil, Passiflora Incarnata Flower Extract, Ananas Sativus (Pineapple) Fruit Extract, Tocopherol, Stevia Rebaudiana Leaf/Stem Extract, Glycine Soja (Soybean) Oil, Benzyl Alcohol*, Limonene*.
*Component of Flavor.
Coconut Milk Sphere: Beeswax/Cera Alba (Cire d'abeille), Helianthus Annuus (Sunflower) Seed Oil, Ricinus Communis (Castor) Seed Oil, Bis-Diglyceryl Polyacyladipate-2, Jojoba Esters, Cocos Nucifera (Coconut) Oil, Flavor (Aroma), Oryza Sativa (Rice) Bran Wax, Helianthus Annuus (Sunflower) Seed Wax, Butyrospermum Parkii (Shea) Butter, Theobroma Cacao (Cocoa) Seed Butter, Acacia Decurrens Flower Wax, Cocos Nucifera (Coconut) Fruit Extract, Stevia Rebaudiana Leaf/Stem Extract, Tocopherol, Polyglycerin-3, Glycine Soja (Soybean) Oil, Citric Acid.
Watermelon Frose Stick: Helianthus Annuus (Sunflower) Seed Oil, Beeswax/Cera Alba (Cire d'abeille), Cocos Nucifera (Coconut) Oil, Butyrospermum Parkii (Shea) Butter, Simmondsia Chinensis (Jojoba) Seed Oil, Flavor (Aroma), Copernicia Cerifera (Carnauba) Wax/Cire de carnauba, Olea Europaea (Olive) Fruit Oil, Citrullus Lanatus (Watermelon) Seed Extract, Citrus Aurantifolia (Lime) Peel Extract, Mentha Piperita (Peppermint) Leaf Extract, Stevia Rebaudiana Leaf/Stem Extract, Tocopherol, Glycine Soja (Soybean) Oil.
Strawberry Peach Stick: Helianthus Annuus (Sunflower) Seed Oil, Beeswax/Cera Alba (Cire d'abeille), Cocos Nucifera (Coconut) Oil, Butyrospermum Parkii (Shea) Butter, Simmondsia Chinensis (Jojoba) Seed Oil, Flavor (Aroma), Copernicia Cerifera (Carnauba) Wax/Cire de carnauba, Olea Europaea (Olive) Fruit Oil, Fragaria Vesca (Strawberry) Fruit Extract, Prunus Persica (Peach) Fruit Extract, Tocopherol, Stevia Rebaudiana Leaf/Stem Extract, Glycine Soja (Soybean) Oil, Benzyl Alcohol*, Linalool*.
*Component of Flavor.",https://www.ulta.com/p/100-natural-4-pack-lip-balm-pimprod2036636?sku=2606116,0,4.7
Maybelline,Volum' Express Colossal Curl Bounce Waterproof Mascara,"Home
Makeup
Eyes
Mascara","Isododecane, Cera Alba/Beeswax/Cire Dabeille, Copernicia Cerifera Cera/Carnauba Wax/Cire De Carnauba, Disteardimonium Hectorite, Dilinoleic Acid/Butanediol Copolymer, Aqua/Water/Eau, Allyl Stearate/Va Copolymer, Oryza Sativa Cera/Rice Bran Wax, Paraffin, Alcohol Denat., Polyvinyl Laurate, Vp/Eicosene Copolymer, Propylene Carbonate, Talc, Synthetic Beeswax, Ethylenediamine/Stearyl Dimer Dilinoleate Copolymer, Peg-30 Glyceryl Stearate, Rayon, Panthenol, Silica, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Bht. May Contain (+/-): Ci 77491, Ci 77492, Ci 77499/Iron Oxides, Ci 77007/Ultramarines, Ci 77891/Titanium Dioxide, Mica, Ci 75470/Carmine, Ci 77288/Chromium Oxide Greens, Ci 77742/Manganese Violet, Ci 77510/Ferric Ferrocyanide. Fil T280427/1.",https://www.ulta.com/p/volum-express-colossal-curl-bounce-waterproof-mascara-pimprod2029833?sku=2590013,0,4.2
KIKO Milano,30 Days Extension Daily Treat Mascara,"Home
Makeup
Eyes
Lash Primer & Serums","Aqua (Water/ Eau), Stearic Acid, Cera Alba (Beeswax/ Cire D'abeille), Metylpropanediol, Glyceryl Stearate, Silica, Glycerin, Butylene Glycol, Tribehenin, Aminomethyl Propanol, Acrylates Copolymer, Bis-Peg-18 Methyl Ether Dimethyl Silane, Capernicia Cerifera Cera/ Copernicia Cerifera (Carnauba) Wax/ Cire De Carnauba, Sodium Chloride, Synthetic Beeswax, Hydroxyethylcellulose, Candelilla Cera (Euphorbia Cerifera (Candelilla) Wax/ Cire De Candelilla), Glyceryl Undecylenate, Silica Dimethyl Silylate, Potassium Sorbate, Sodium Dehydroacetate, Lecithin, Tocopheryl Acetate, Disodium Edta, Ppg-26-Buteth-26, Gluconolactone, Hydrolyzed Keratin, Laminaria Digitata Extract, Pelvetia Canaliculata Extract, Peg-40 Hydrogenated Castor Oil, Xanthan Gum, Sodium Benzoate, Apigenin, Oleanolic Acid, Biotinoyl Tripeptide-1, CI 77499 (Iron Oxide).",https://www.ulta.com/p/30-days-extension-daily-treat-mascara-pimprod2032256?sku=2595765,0,3.5
IT Cosmetics,Superhero Volumizing Waterproof Mascara,"Home
Makeup
Eyes
Mascara","Aqua / Water / Eau, Isododecane, Synthetic Beeswax, Trimethylsiloxysilicate, Polyacrylate-21, Copernicia Cerifera Cera / Carnauba Wax / Cire De Carnauba, Isononyl Isononanoate, Disteardimonium Hectorite, C30-45 Alkyldimethylsilyl, Polypropylsilsesquioxane, Dimethicone, Peg-30 Dipolyhydroxystearate, Propylene Glycol, Peg-10 Dimethicone, Bis-Peg-12 Dimethicone Beeswax, Candelilla Cera / Candelilla Wax / Cire De Candelilla, Phenoxyethanol, Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone, Caprylyl Glycol, Magnesium Sulfate, Butylene Glycol, Benzoic Acid, Trideceth-6 Phosphate, Biotin, Dipropylene Glycol, Glyceryl Caprylate, Panthenol, Glycerin, Tocopherol, Steareth-20, Chlorhexidine Digluconate, N-Hydroxysuccinimide, Sodium Citrate, Potassium Sorbate, Palmitoyl Tripeptide-1, Chrysin, Palmitoyl Tetrapeptide-7, Citric Acid, [+/- May Contain / Peut Contenir CI 77499 / Iron Oxides].",https://www.ulta.com/p/superhero-volumizing-waterproof-mascara-pimprod2038138?sku=2606740,0,4.4
Redken,Brews Clay Pomade,"Home
Men
Hair
Styling","Aqua/Water, Cera Alba/Beeswax, Bis-Diglyceryl Polyacyladipate-2, Va/Crotonates/Vinyl Neodecanoate Copolymer, Tribehenin, Cetearyl Alcohol, Paraffinum Liquidum/Mineral Oil, Ceteareth-33, Propylene Glycol, Peg-40 Hydrogenated Castor Oil, Kaolin, Caprylic/Capric Triglyceride, Phenoxyethanol, Aminomethyl Propanol, Methylparaben, Sorbic Acid, Isoceteth-20, Ethylparaben, Parfum/Fragrance, Sodium Benzoate, Talc, Disodium Cocoamphodipropionate, Propylparaben, Benzophenone-4, Linoleamidopropyl Pg-Dimonium Chloride Phosphate, Bis-Peg-12 Dimethicone Beeswax, Ci 14700/Red 4, Ci 15510/Orange 4, Ci 19140/Yellow 5, Benzyl Salicylate, Coumarin, Linalool, Ci 42053/Green 3, Limonene, Ci 60730/Ext. Violet 2, Eugenol, Disodium Edta, Butylphenyl Methylpropional, Cinnamal, Ci 42090/Blue 1.",https://www.ulta.com/p/brews-clay-pomade-xlsImpprod17701067?sku=2524369,0,4.5
American Crew,Defining Paste,"Home
Men
Hair
Styling","Aqua (Water) (Eau), Lanolin Cera (Lanolin Wax) (Cire De Lanoline), Cetearyl Alcohol, Glycerin, Cera Alba (Beeswax) (Cire D'abeille), Tribehenin, Tridecyl Stearate, Ceteareth-25, Tridecyl Trimellitate, Alcohol Denat., VP/VA Copolymer, Dipentaerythrityl Hexacaprylate/Hexacaprate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Triethanolamine, Tetrasodium EDTA, Sambucus Nigra Flower Extract, Camellia Sinensis Leaf Extract, Urtica Dioica (Nettle) Extract, Symphytum Officinale Leaf Extract, Chondrus Crispus (Carrageenan) Extract, Echinacea Angustifolia Extract, Salvia Hispanica Seed Extract, Benzophenone-3, Parfum (Fragrance), Benzyl Benzoate, Benzyl Cinnamate, Limonene, Linalool, Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde, Butylphenyl Methylpropional, Alpha-Isomethyl Ionone, Phenoxyethanol, Ethylparaben, Methylparaben, CI 77004/ Bentonite, Mica, CI 77891 (Titanium Dioxide), CI 77491 (Iron Oxides).",https://www.ulta.com/p/defining-paste-xlsImpprod10271092?sku=2136113,0,4.6
Rosebud Perfume Co.,Smith's Strawberry Lip Balm Tin,"Home
Skin Care
Moisturizers
Lip Care","Petrolatum, Lanolin, White Beeswax, Trade Secret Strawberry Perfume Flavor, CI 26100.",https://www.ulta.com/p/smiths-strawberry-lip-balm-tin-xlsImpprod13001041?sku=2294431,0,4.1
Anastasia Beverly Hills,Matte & Satin Velvet Lipstick,"Home
Makeup
Lips
Lipstick","Dimethicone, Octyldodecanol, Polyethylene, Polysilicone-11, Nylon-12, Caprylic/Capric Triglyceride, Bis-Peg-12 Dimethicone Beeswax, Methyl Methacrylate Crosspolymer, Dicalcium Phosphate, Stearalkonium Bentonite, Polyhydroxystearic Acid, Propylene Carbonate, Laureth-12, Ethyl Vanillin, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Mica, May Contain/Peut Contenir (+/-): Red 7 Lake (CI 15850), Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Yellow 5 Lake (CI 19140), Blue 1 Lake (CI 42090), Red 6 (CI 15850), Red 28 Lake (CI 45410).",https://www.ulta.com/p/matte-satin-velvet-lipstick-pimprod2030578?sku=2590068,0,4.6
Jaclyn Cosmetics,Poutspoken Liquid Lipstick,"Home
Makeup
Lips
Lipstick","Empowered: Isododecane, Cyclopentasiloxane, Trimethylsiloxysilicate, Dimethicone, Synthetic Beeswax, Disteardimonium Hectorite, Hydrogenated Polyisobutene, Kaolin, Propylene Carbonate, Vp/Eicosene Copolymer, Cyclohexasiloxane, Silica Dimethyl Silylate (Nano), Lauroyl Lysine, Glyceryl Behenate/Eicosadioate, Persea Gratissima (Avocado) Oil, Tocopheryl Acetate, Retinyl Palmitate, Trihydroxystearin, Phenoxyethanol, Tocopherol, Hydrogen Dimethicone, Water (Aqua), Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Fragrance (Parfum). May Contain: Iron Oxides (CI 77499, CI 77491, CI 77492), Titanium Dioxide (CI 77891), Red 28 Lake (CI 45410), Yellow 5 Lake (CI 19140), Red 30 (CI 73360), Manganese Violet (CI 77742), Red 7 Lake (CI 15850).",https://www.ulta.com/p/poutspoken-liquid-lipstick-pimprod2024310?sku=2579485,0,3.7
Lime Crime,Matte Velvetine Lipstick,"Home
Makeup
Lips
Lipstick","Black Velvet: Isododecane, Trimethylsiloxysilicate, Cyclopentasiloxane, Dimethicone, Kaolin, Flavor (Aroma), Hydrogenated Polyisobutene, Synthetic Wax, Silica Dimethyl Silylate, Ethylhexyl Methoxycinnamate, Phenoxyethanol, Caprylyl Glycol, Hexylene Glycol, Tocopheryl Acetate. May Contain: D&C Red 30 Aluminum Lake CI 73360, Titanium Dioxide CI 77891, Iron Oxides CI 77491 CI 77492 CI 77499, Red 6 Lake CI 15850, Red 7 Lake CI 15850, FD&C Yellow 5 CI 19140, D&C Red 28 Aluminum Lake CI 45410, D&C Red 27 Aluminum Lake CI 45410, Blue 1 CI 42090.",https://www.ulta.com/p/matte-velvetine-lipstick-xlsImpprod17081411?sku=2520543,0,3.8
NUDESTIX,Dark Romantics 3-Piece Mini Magnetic Eye Color Kit,"Home
Makeup
Gifts & Value Sets","Hot Stone: Mica, Isododecane, Polymethylsilsesquioxane, Synthetic Wax, Hydrogenated Polydicyclopentadiene, Hydrogenated Poly(C6-14 Olefin), Hydrogenated Polydecene, Hydrogenated Polyisobutene, Polybutene, Silica, Nylon-12, Glyceryl Caprylate, Polyethylene, Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate, Synthetic Beeswax, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Copernicia Cerifera (Carnauba) Wax, Calcium Aluminum Borosilicate, Calcium Sodium Borosilicate, Tin Oxide. May Contain (+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499).
Shady Algae: Isododecane, Polymethylsilsesquioxane, Synthetic Wax, Mica, Hydrogenated Polydicyclopentadiene, Hydrogenated Poly(C6-14 Olefin), Hydrogenated Polydecene, Hydrogenated Polyisobutene, Polybutene, Silica, Nylon-12, Glyceryl Caprylate, Polyethylene, Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate, Synthetic Beeswax, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Copernicia Cerifera (Carnauba) Wax, Calcium Aluminum Borosilicate, Calcium Sodium Borosilicate, Tin Oxide. May Contain (+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499).
Oh! Bergine: Isododecane, Mica, Polymethylsilsesquioxane, Synthetic Wax, Hydrogenated Polydicyclopentadiene, Hydrogenated Poly(C6-14 Olefin), Hydrogenated Polydecene, Hydrogenated Polyisobutene, Polybutene, Silica, Nylon-12, Glyceryl Caprylate, Polyethylene, Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate, Synthetic Beeswax, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Copernicia Cerifera (Carnauba) Wax, Calcium Aluminum Borosilicate, Calcium Sodium Borosilicate, Tin Oxide. May Contain (+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499).",https://www.ulta.com/p/dark-romantics-3-piece-mini-magnetic-eye-color-kit-pimprod2027399?sku=2585317,0,4.7
