company,product name ,category,ingredients,link,total number of reviews,product rate 
Supergoop!,Mineral Sheerscreen SPF 30,"Home
Body Care
Suncare
Sunscreen","Active: Zinc Oxide 17.5%.
Inactive: Water, Isododecane, Caprylic/Capric Triglyceride, Butyloctyl Salicylate, Propanediol, Glycerin, Squalane, Trioctyldodecyl Citrate, Polyglycerin-3, Polyclyceryl-3 Lactate/Laurate, Polysilicone-11, Cetearyl Alcohol, Glyceryl Stearate, Sodium Stearoyl Glutamate, Butylene Glycol, Xanthan Gum, Polyacrylate Crosspolymer-6, Isostearic Acid, Lecithin, Polyglyceryl-3 Polyricinoleate, Polyhydroxystearic Acid, Caprylhydroxamic Acid, Citric Acid, Aloe Barbadensis Leaf Juice, Lespedeza Capitata Leaf/Stem Extract, Maltodextrin, Sodium Hyaluronate.",https://www.ulta.com/p/mineral-sheerscreen-spf-30-pimprod2029938?sku=2589387,0,3.8
Mario Badescu,Pore Minimizer,"Home
Skin Care
Treatment & Serums
Face Serums","Calcium Carbonate, Kaolin, Zinc Oxide.",https://www.ulta.com/p/pore-minimizer-pimprod2037909?sku=2606964,0,5
La Roche-Posay,Anthelios Mineral Ultra-Light Face Sunscreen Fluid SPF 50,"Home
Body Care
Suncare
Sunscreen","Active: Titanium Dioxide 6% (Sunscreen), Zinc Oxide 5% (Sunscreen). Inactive: Undecane, Triethylhexanoin, Isohexadecane, Nylon-12, Caprylyl Methicone, Butyloctyl Salicylate, Phenethyl Benzoate, Styrene/Acrylates Copolymer, Silica, Tridecane, Dicaprylyl Carbonate, Dicaprylyl Ether, Talc, Dimethicone/PEG-10/15 Crosspolymer, Aluminum Stearate, Pentylene Glycol, PEG-9 Olydimethylsiloxyethyl Dimethicone, Alumina,Polyhydroxystearic Acid, Phenoxyethanol, Magnesium Sulfate, Propylene Glycol, Caprylyl Glycol, PEG-8 Laurate, Disteardimonium Hectorite, Triethoxycaprylylsilane, Diethylhexyl Syringylidenemalonate, Tocopherol, Propylene Carbonate, Cassia Alata Leaf Extract, Maltodextrin, Benzoic Acid, PEG-9.",https://www.ulta.com/p/anthelios-mineral-ultra-light-face-sunscreen-fluid-spf-50-xlsImpprod3840051?sku=2236413,0,4.3
Beekman 1802,Mini Milk Primer SPF 35 3-in-1 Daily Defense Sunscreen & Makeup Perfecter,"Home
Skin Care
Travel Size","Active: Zinc Oxide 13%. Inactive: Water (Aqua), Caprae Lac (Goat Milk), Colostrum, Biﬁda Ferment Lysate, Lactose, Milk Protein, Aloe Barbadensis Leaf Juice, Caprylyl Glycol, Carthamus Tinctorius (Safﬂower) Oleosomes, Chamomilla Recutita (Matricaria) Flower Extract, Cocos Nucifera (Coconut) Fruit Extract, Cucumis Sativus (Cucumber) Fruit Extract, Symphytum Ofﬁcinale (Comfrey) Leaf Extract, Honey, Eryngium Maritimum (Blue Thistle) Extract, Shea Butter Ethyl Esters, Hydrolyzed Milk Protein, Bentonite, Butyloctyl Salicylate, Caprylhyxdroxamic Acid, Capryloyl Glycerin/Sebacic Acid Copolymer, Cetearyl Alcohol, Citric Acid, Cyclodextrin, Diheptyl Succinate, Glycerin, Glyceryl Stearate Citrate, Glyceryl Caprylate, Hydrolyzed Wheat Protein/PVP Crosspolymer, Propanediol, Sodium Gluconate, Sodium Stearoyl Glutamate, Tocopherol...and kindness.",https://www.ulta.com/p/mini-milk-primer-spf-35-3-in-1-daily-defense-sunscreen-makeup-perfecter-pimprod2038071?sku=2582535,0,4
Beekman 1802,Milk Primer SPF 35 3-in-1 Daily Defense Sunscreen & Makeup Perfecter,"Home
Body Care
Suncare
Sunscreen","Active: Zinc Oxide 13%.
Inactive: Water (Aqua), Caprae Lac (Goat Milk), Colostrum, Biﬁda Ferment Lysate, Lactose, Milk Protein, Aloe Barbadensis Leaf Juice, Caprylyl Glycol, Carthamus Tinctorius (Safﬂower) Oleosomes, Chamomilla Recutita (Matricaria) Flower Extract, Cocos Nucifera (Coconut) Fruit Extract, Cucumis Sativus (Cucumber) Fruit Extract, Symphytum Ofﬁcinale (Comfrey) Leaf Extract, Honey, Eryngium Maritimum (Blue Thistle) Extract, Shea Butter Ethyl Esters, Hydrolyzed Milk Protein, Bentonite, Butyloctyl Salicylate, Caprylhyxdroxamic Acid, Capryloyl Glycerin/Sebacic Acid Copolymer, Cetearyl Alcohol, Citric Acid, Cyclodextrin, Diheptyl Succinate, Glycerin, Glyceryl Stearate Citrate, Glyceryl Caprylate, Hydrolyzed Wheat Protein/PVP Crosspolymer, Propanediol, Sodium Gluconate, Sodium Stearoyl Glutamate, Tocopherol...and kindness.",https://www.ulta.com/p/milk-primer-spf-35-3-in-1-daily-defense-sunscreen-makeup-perfecter-pimprod2024957?sku=2577634,0,4
Vacation,Mineral Lotion SPF 30 Sunscreen,"Home
Body Care
Suncare
Sunscreen","Active: Zinc Oxide (20%).
Inactive: Allantoin, Aloe Barbadensis (Aloe Vera) Leaf Extract, Butyrospermum Parkii (Shea) Butter, Caprylhydroxamic Acid, Caprylic/Capric Triglyceride, Capryloyl Glycerin/Sebacic Acid Copolymer, Caprylyl Caprylate/Caprate, Caprylyl Glyceryl Ether, Cucumis Sativus (Cucumber) Fruit Extract, Dicaprylyl Carbonate, Diheptyl Succinate, Galactoarabinan, Glycerin, Helianthus Annuus (Sunflower) Extract, Magnesium Sulfate, Methyl Dihydroabietate, Niacinamide (Vitamin B3), Oryza Sativa (Rice) Bran Extract, Polyglyceryl-2 Oleate, Polyglyceryl-2 Stearate, Polyhydroxystearic Acid, Propanediol, Rosmarinus Officinalis (Rosemary) Leaf Extract, Tocopherol (Vitamin E), Triethoxycaprylylsilane, Water.",https://www.ulta.com/p/mineral-lotion-spf-30-sunscreen-pimprod2032160?sku=2595583,0,4.5
cocokind,Silk SPF 30,"Home
Body Care
Suncare
Sunscreen","Active:Zinc Oxide 10.5%, Homosalate 10%.
Water/Aqua/Eau, Caprylic/Capric Triglyceride, Glyceryl Stearate Se, Coconut Alkanes, Glycerin, Coco-Caprylate/Caprate, Decyl Glucoside, Oryza Sativa (Rice) Starch, Musa Sapientum (Banana) Flower Extract, Polyhydroxystearic Acid, Polyglyceryl-3 Polyricinoleate, Isostearic Acid, Lecithin, Xanthan Gum, Hydroxyethylcellulose, Caprylyl Glycol, Caprylhydroxamic Acid, Sodium Benzoate, Citric Acid, Disodium Phosphate, Sodium Phosphate.",https://www.ulta.com/p/silk-spf-30-pimprod2033507?sku=2597677,0,4.5
Babo Botanicals,SPF50 Sheer Mineral Sunscreen Lotion,"Home
Body Care
Suncare
Sunscreen","Active: Zinc Oxide (Non-Nano) 20%.
Inactive: Arachidyl Alcohol, Arachidyl Glucoside, Behenyl Alcohol, Bisabolol*, Butyloctyl Salicylate, Butyrospermum Parkii (Shea) Butter, Calendula Officinalis Flower Extract*, Caprylhydroxamic Acid, Caprylyl Glycol, Carthamus Tinctorius (Safflower) Seed Oil, Cellulose Gum, Cetearyl Alcohol, Cetyl Alcohol, Chamomilla Recutita (Matricaria) Flower Extract*, Citric Acid, Coco-Glucoside, Cocos Nucifera (Coconut) Oil, Glycerin, Helianthus Annuus (Sunflower) Seed Oil, Methyl Dihydroabietate, Microcrystalline Cellulose, Nasturtium Officinale Flower/Leaf Extract*, Polyhydroxystearic Acid, Pueraria Lobata Root Extract*, Sodium Gluconate, Sodium Hyaluronate, Sodium Stearoyl Glutamate, Spiraea Ulmaria Flower Extract*, Theobroma Cacao (Cocoa) Seed Butter*, Tocopherol, Water (Aqua).
*Certified Organic.",https://www.ulta.com/p/spf50-sheer-mineral-sunscreen-lotion-pimprod2032444?sku=2597378,0,4.6
CoTz,Face Moisture Lightly Tinted Sunscreen SPF 35,"Home
Body Care
Suncare
Sunscreen","Active: Zinc Oxide 16%. Inactive: Capric/Caprylic Triglyceride, Ceramide 3, Cyclohexasiloxane, Cyclopentasiloxane, Dimethicone, Dimethicone Crosspolymer, Dimethicone/Vinyl Dimethicone Crosspolymer, Dimethiconol, Iron Oxide, Methicone, PEG-10 Dimethicone, Polyhydroxystearic Acid, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer.",https://www.ulta.com/p/face-moisture-lightly-tinted-sunscreen-spf-35-pimprod2004945?sku=2540911,0,3.9
CoTz,Flawless Complexion SPF 50,"Home
Body Care
Suncare
Sunscreen","Active: Zinc Oxide 20%. Inactive: Bismuth Oxychloride, C12-15 Alkyl Benzoate, Caprylhydroxamic Acid, Caprylyl Glycol, Cetyl PEG/PPG 10/1 Dimethicone, Cyclohexasiloxane, Cyclopentasiloxane, Dimethicone, Dimethicone Crosspolymer, Dimethicone/Vinyl Dimethicone Crosspolymer, Dimethiconol, Disodium EDTA, Glycerin, Hydrogen Dimethicone, Iron Oxides, Mica, Microcrystalline Wax, PEG-10 Dimethicone, PEG-30 Dipolyhydroxystearate, Polyglyceryl-4 Isostearate, Polyhydroxystearic Acid, Polysorbate 20, Sodium Chloride, Stearyl Dimethicone, Tetrahexyldecyl Ascorbate, Tocopheryl Acetate, Triethanolamine, Triethoxycaprylylsilane, Water.",https://www.ulta.com/p/flawless-complexion-spf-50-xlsImpprod11941005?sku=2282564,0,4
NUDESTIX,NUDESCREEN Daily Mineral Veil SPF 30,"Home
Skin Care
Moisturizers
Tinted Moisturizer","Active Ingredients: Zinc Oxide 15%. Inactive Ingredients: Aqua/Water/Eau, Coconut Alkanes, Caprylic/Capric Triglyceride, Propanediol, Polyglyceryl-4 Diisostearate/Polyhydroxystearate/Sebacate, Coco-Caprylate/Caprate, Methyl Dihydroabietate, Spirulina Platensis Extract, C13-15 Alkane, Sodium Chloride, Octyldodecanol, Distarch Phosphate, Isostearic Acid, Polyhydroxystearic Acid, Iron Oxides (Ci 77492), Quaternium-90 Bentonite, 1,2-Hexanediol, Benzyl Alcohol, Hydroxyacetophenone, Zinc Stearate, Ethyl Ferulate, Iron Oxides (Ci 77491), Butylene Glycol, Triethyl Citrate, Mica, Iron Oxides (Ci 77499), Passiflora Edulis Fruit Extract, Titanium Dioxide (Ci 77891), Sorbitan Oleate, Camellia Sinensis Leaf Extract.
Nudestix formulations are updated from time to time as part of their commitment to innovation and maintaining global compliance. Therefore, ingredient lists or claims shown here may differ from the box of the product depending on time and global region of purchase.",https://www.ulta.com/p/nudescreen-daily-mineral-veil-spf-30-pimprod2031256?sku=2605942,0,4.3
Supergoop!,(Re)setting 100% Mineral Powder Sunscreen SPF 35 PA+++,"Home
Makeup
Face
Setting Spray & Powder","Active: Zinc Oxide 24.7%.
Inactive: Calcium Aluminum Borosilicate, Silica, Trimethylsiloxysilicate, Calcium Sodium Borosilicate, Polymethyl Methacrylate, Lauroyl Lysine, Polyglyceryl-10 Pentaisostearate, Boron Nitride, Triethoxycaprylylsilane, Ethylhexylglycerin, Nylon-6/12, Sodium Dehyrdoacetate, Olive Glycerides, Ascorbyl Palmitate, Ceramide 3, May contain Iron Oxides (CI 77492, 77491, 77499).",https://www.ulta.com/p/resetting-100-mineral-powder-sunscreen-spf-35-pa-pimprod2029916?sku=2589804,0,3.8
Babo Botanicals,Sheer Non-Nano Zinc Continuous Spray SPF 30 Fragrance Free Mineral Sunscreen,"Home
Body Care
Suncare
Sunscreen","Active Ingredient: Zinc Oxide 12%. Inactive Ingredients: Aloe Barbadensis Leaf Juice, Bentonite, Butyloctyl Salicylate, Calendula Officinalis Flower Extract*, Caprylhydroxamic Acid, Caprylyl Glycol, Carthamus Tinctorius (Safflower) Seed Oil, Cetearyl Alcohol, Chamomilla Recutita (Matricaria) Flower Extract*, Coco Glucoside, Glycerin, Helianthus Annuus (Sunflower) Seed Oil, Heptyl Undecylenate, Jojoba Esters, Methyl Dihydroabietate, Nasturtium Officinale Flower/Leaf Extract*, Pueraria Lobata Root Extract*, Spiraea Ulmaria Flower Extract*, Water. *Certified Organic Ingredients",https://www.ulta.com/p/sheer-non-nano-zinc-continuous-spray-spf-30-fragrance-free-mineral-sunscreen-xlsImpprod15791069?sku=2509291,0,4.6
Gigi,Charcoal Detox Hard Wax,"Home
Body Care
Self Care & Wellness
Hair Removal","Glyceryl/Rosinate, Beeswax (Cera Alba, Cire d'abeille), Methyl Hydrogenated Rosinate, Glycerin, Salix Alba (Willow) Bark Extract, Charcoal Powder, Zinc Oxide, Ethylhexyl Palmitate, Glycine Soja (Soybean) Oil, Isopropyl Titanium Triisostearate, Synthetic Wax, Polyester-3, Silica, Aluminum Hydroxide, Iron Oxides (CI 77499), Titanium Dioxide (CI 77891).",https://www.ulta.com/p/charcoal-detox-hard-wax-xlsImpprod17881001?sku=2524448,0,3.3
Derma E,Scar Cream Sun Protectant SPF 35,"Home
Body Care
Suncare
Sunscreen","Active: Zinc Oxide 11.7% Inactive: Allantoin, C30-45 Alkyl Methicone, C30-45 Olefin, Caprylic/Capric Triglyceride, Caprylyl Methicone, Diethylhexyl Succinate, Dimethicone, Dimethicone/Bis-Isobutyl PPG-20 Crosspolymer, Glyceryl Behenate, HDI/Trimethylol Hexyllactone Crosspolymer, Isohexadecane, Isostearic Acid, Lecithin, Panthenol, Phenoxyethanol, Polyglyceryl-3 Polyricinoleate, Polyhydroxystearic Acid, Silica.",https://www.ulta.com/p/scar-cream-sun-protectant-spf-35-pimprod2017315?sku=2569862,0,4.3
First Aid Beauty,Ultra Repair Face Moisturizer with SPF 30,"Home
Skin Care
Moisturizers
Face Moisturizer","Active: Octocrylene 10%, Zinc Oxide 10.13%.
Inactive: Water/Aqua/Eau, Isononyl Isononanoate, Glycerin, Dimethicone, C13-15 Alkane, Polyglyceryl-6 Stearate, Hydroxypropyl Starch Phosphate, Ethylhexyl Methoxycrylene, C12-15 Alkyl Benzoate, Polysorbate 20, Phenoxyethanol, Glyceryl Stearate, Cetearyl Alcohol, Hydrogen Dimethicone, Polyglyceryl-6 Behenate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Xanthan Gum, Isohexadecane, Chrysanthemum Parthenium (Feverfew) Extract, Camellia Sinensis Leaf Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Polyhydroxystearic Acid, Polysorbate 60, Sodium Benzoate, Potassium Sorbate, Sorbitan Isostearate, Tetrasodium EDTA.",https://www.ulta.com/p/ultra-repair-face-moisturizer-with-spf-30-pimprod2037708?sku=2606963,0,4.3
Supergoop!,Bright-Eyed 100% Mineral Eye Cream SPF 40,"Home
Skin Care
Eye Treatments
Eye Cream","Active: Zinc Oxide 14.4%
Inactive: Water, Caprylic/Capric Triglyceride, Glycerin, Propanediol, Butyloctyl Salicylate, Glyceryl Stearate Citrate, Lauroyl Lysine, Cetyl Esters, Inulin Lauryl Carbamate, Polyhydroxystearic Acid, Cetearyl Alcohol, Potassium Cetyl Phosphate, Griffonia Simplicifolia Seed Extract, Titanium Dioxide, Olive Oil Polyglyceryl-6 Esters, Mica, Triethoxycaprylylsilane, Microcrystalline Cellulose, Glyceryl Glucoside, Hydroxyacetophenone, Polyurethane-79, Diethylhexyl Syringylidenemalonate, Sodium Stearoyl Lactylate, 1,2-Hexanediol, Caprylyl Glycol, Sodium Citrate, Trisodium Ethylenediamine Disuccinate, Camellia Sinensis Leaf Extract, Lactobacillus Ferment Lysate, Punica Granatum Extract, Sodium Stearoyl Glutamate, Xanthan Gum, Cellulose Gum, Iron Oxides, Hedychium Coronarium Root Extract, Lactobacillus Ferment, Caffeine, Leuconostoc/Radish Root Ferment Filtrate, Tin Oxide.",https://www.ulta.com/p/bright-eyed-100-mineral-eye-cream-spf-40-pimprod2036474?sku=2603505,0,4.1
Mario Badescu,Super Collagen Mask,"Home
Skin Care
Treatment & Serums
Face Masks","Aqua (Water, Eau), Kaolin, Talc, Propylene Glycol, Avena Sativa (Oat) Kernel Flour, Sorbitol, Zinc Oxide, Triticum Vulgare (Wheat) Starch, Collagen, Cellulose Gum, Carrageenan, Sodium Chloride, Parfum (Fragrance), Methylparaben, Phenoxyethanol, CI 42090 (Blue 1), CI 19140 (Yellow 5)",https://www.ulta.com/p/super-collagen-mask-xlsImpprod6200745?sku=2209900,0,4.5
Kinship,Self Reflect Probiotic Moisturizing Sunscreen SPF 32,"Home
Skin Care
Treatment & Serums
Acne & Blemish Treatments","Active: Zinc Oxide 22.4%. Inactive: Water (Aqua), Caprylic/Capric Triglyceride, Coconut Alkanes, Cetearyl Alcohol, Glycerin, Aloe Barbadensis Leaf Juice*, Pyrus Malus (Apple) Fruit Extract, Coco-Glucoside, Lactobacillus Ferment, Rubus Idaeus (Red Raspberry) Seed Oil*, Cocos Nucifera (Coconut) Liquid Endosperm, Curcuma Longa (Turmeric) Rhizomes Oil*, Butyrospermum Parkii Nut Extract, Hydrolyzed Jojoba Esters, Tocopherol,Dipotassium Glycyrrhizate, Vanilla Planifolia Fruit Extract, Glycyrrhiza Glabra (Licorice) Root Extract,Butylene Glycol, Isostearic Acid, Lecithin, Polyglyceryl-3 Polyricinoleate, Polyhydroxystearic Acid, Coco-Caprylate/Caprate, Caprylyl/Capryl Glucoside, Sclerotium Gum, Cetearyl Glucoside, Ethylhexylglycerin,Xanthan Gum, Octyldodecanol, Tapioca Starch, Citric Acid, Sorbitan Oleate, Phenoxyethanol , Sodium Benzoate, Potassium Sorbate, May contain +/- Iron Oxides (CI 77491, CI 77492).
*Certified Organic.",https://www.ulta.com/p/self-reflect-probiotic-moisturizing-sunscreen-spf-32-pimprod2017785?sku=2569946,0,4.2
Supergoop!,PLAY 100% Mineral Lotion SPF 30 with Green Algae,"Home
Body Care
Suncare
Sunscreen","Active Ingredients: Zinc Oxide 16.0%Inactive Ingredients: Arachidyl Alcohol, Arachidyl Glucoside, Astrocaryum Vulgare Kernel Oil, Behenyl Alcohol, Bisabolol, Butyloctyl Salicylate, C13-14 Alkane, Caprylhydroxamic Acid, Caprylic/Capric Triglyceride, Capryloyl Glycerin/Sebacic Acid Copolymer, Caprylyl Glycol, Cellulose Gum, Cetearyl Alcohol, Cetyl Alcohol, Citric Acid, Coco-Glucoside, Diheptyl Succinate, Erythritol, Ethyl Ferulate, Glycerin, Haematococcus Pluvialis Extract, Jojoba Esters, Lauryl Laurate, Methyl Dihydroabietate, Microcrystalline Cellulose, Neopentyl Glycol Diheptanoate, Polyester-7, Polyester-8, Polyhydroxystearic Acid, Propanediol, Sea Water, Sodium Gluconate, Sodium Stearoyl Glutamate, Tocopherol, Water",https://www.ulta.com/p/play-100-mineral-lotion-spf-30-with-green-algae-pimprod2037484?sku=2606308,0,3.8
