company,product name ,category,ingredients,link,total number of reviews,product rate 
Jaclyn Cosmetics,Last Act Translucent Setting Powder,"Home
Makeup
Face
Setting Spray & Powder","Talc, Boron Nitride, Dimethicone, Synthetic Fluorphlogopite, Silica, Zinc Stearate, Magnesium Myristate, HDI/Trimethylol Hexyllactone Crosspolymer, Dehydroacetic Acid, Dimethiconol, Tin Oxide, Stearic Acid. May Contain: Titanium Dioxide (CI 77891).",https://www.ulta.com/p/last-act-translucent-setting-powder-pimprod2024316?sku=2579514,0,3.5
Urban Decay Cosmetics,Naked Reloaded Eyeshadow Palette,"Home
Gifts
By Category
Makeup Gifts","Angel Fire: Oryza Sativa Extract / Rice Extract, Talc, Zinc Stearate, Silica, Calcium Sodium Borosilicate, Calcium Aluminum Borosilicate, Sodium Dehydroacetate, Phenoxyethanol, Sorbic Acid, Synthetic Fluorphlogopite, Polyethylene Terephthalate, Tin Oxide, Alumina, Polybutylene Terephthalate, Stearic Acid, Polyurethane-33, Polylactic Acid, Polymethyl Methacrylate. May Contain: Mica, CI 77891 / Titanium Dioxide, CI 77491, CI 77492, CI 77499 / Iron Oxides, CI 77400 / Bronze Powder, CI 77000 / Aluminum Powder, CI 77400 / Copper Powder, CI 42090 / Blue 1 Lake, CI 77288 / Chromium Oxide Greens, CI 77510 / Ferric Ferrocyanide, CI 75470 / Carmine, CI 77510 / Ferric Ammonium Ferrocyanide, CI 77007 / Ultramarines, CI 77163 / Bismuth Oxychloride, CI 19140 / Yellow 5 Lake, CI 77742 / Manganese Violet, CI 19140 / Yellow 5.
Blur: Talc, Caprylic/Capric Triglyceride, Zinc Stearate, PTFE, Polyethylene Terephthalate, Calcium Aluminum Borosilicate, Ethylene/Acrylic Acid Copolymer, Calcium Sodium Borosilicate, Sodium Dehydroacetate, Phenoxyethanol, Synthetic Fluorphlogopite, Silica, Sorbic Acid, Alumina, Polyurethane-33, Tin Oxide, Polybutylene Terephthalate, Polylactic Acid, Polymethyl Methacrylate, Acrylates Copolymer, Stearic Acid, Calcium Stearate, Magnesium Stearate. May Contain: Mica, CI 77891 / Titanium Dioxide, CI 77491, CI 77492, CI 77499 / Iron Oxides, CI 77742 / Manganese Violet, CI 77007 / Ultramarines, CI 77163 / Bismuth Oxychloride, CI 77400 / Bronze Powder, CI 75470 / Carmine, CI 77000 / Aluminum Powder, CI 42090 / Blue 1 Lake, CI 77400 / Copper Powder, CI 77510 / Ferric Ferrocyanide, CI 77288 / Chromium Oxide Greens, CI 77510 / Ferric Ammonium Ferrocyanide, CI 19140 / Yellow 5 Lake, CI 77289 / Chromium Hydroxide Green, CI 19140 / Yellow 5.
All Other Shades: Talc, Caprylic/Capric Triglyceride, Zinc Stearate, PTFE, Ethylene/Acrylic Acid Copolymer, Polyethylene Terephthalate, Calcium Aluminum Borosilicate, Calcium Sodium Borosilicate, Sodium Dehydroacetate, Phenoxyethanol, Synthetic Fluorphlogopite, Silica, Sorbic Acid, Alumina, Polyurethane-33, Tin Oxide, Acrylates Copolymer, Polybutylene Terephthalate, Polylactic Acid, Polymethyl Methacrylate, Stearic Acid, Calcium Stearate, Magnesium Stearate. May Contain: Mica, CI 77891 / Titanium Dioxide, CI 77491, CI 77492, CI 77499 / Iron Oxides, CI 77742 / Manganese Violet, CI 77007 / Ultramarines, CI 77163 / Bismuth Oxychloride, CI 75470 / Carmine, CI 77400 / Bronze Powder, CI 77400 / Copper Powder, CI 77000 / Aluminum Powder, CI 42090 / Blue 1 Lake, CI 77288 / Chromium Oxide Greens, CI 77510 / Ferric Ferrocyanide, CI 77510 / Ferric Ammonium Ferrocyanide, CI 19140 / Yellow 5 Lake, CI 19140 / Yellow 5, CI 77289 / Chromium Hydroxide Green.
Shades Angel Fire, Boundaries, End Game, Dream Weaver And Bribe Contain Carmine.",https://www.ulta.com/p/naked-reloaded-eyeshadow-palette-pimprod2004232?sku=2541989,0,4.2
Tarte,Amazonian Clay Waterproof Bronzer,"Home
Makeup
Face
Bronzer","Kaolin, Synthetic Fluorphlogopite, Zinc Stearate, Polymethyl Methacrylate, Corn Starch, Trimethylolpropane Triisostearate, Dimethicone, Triethylhexanoin, Trimethylsiloxysilicate, Avena Sativa (Oat) Kernel Flour, Phenoxyethanol, Vitis Vinifera (Grape) Seed Extract, Tocopheryl Acetate, Ascorbyl Palmitate, Tocopherol, Mica. May Contain: Iron Oxides (CI 77499, CI 77492, CI 77491), Manganese Violet (CI 77742), Titanium Dioxide (CI 77891), Tin Oxide (CI 77861).",https://www.ulta.com/p/amazonian-clay-waterproof-bronzer-xlsImpprod2430059?sku=2220039,0,4.7
CoverGirl,Clean Matte Pressed Powder,"Home
Makeup
Face
Face Powder","Talc, Octyldodecyl Stearoyl Stearate, Zinc Stearate, Polyethylene, Avena Sativa (Oat) Kernel Flour, Mica, Calcium Silicate, Dimethicone, Methylparaben, Sodium Dehydroacetate, Lauroyl Lysine, Propylparaben, Maltodextrin, BHT. May Contain: Iron Oxides, Ultramarines.",https://www.ulta.com/p/clean-matte-pressed-powder-pimprod2000390?sku=2533542,0,4.3
NATASHA DENONA,Mini Bloom Highlighting Blush,"Home
Makeup
Face
Blush","Dimethicone, Mica, Polymethylsilsesquioxane, Polysorbate 20, Zinc Stearate, Synthetic Fluorphlogopite, Diisostearyl Malate, Caprylyl Glycol, Phenoxyethanol, Sodium Dehydroacetate, Potassium Sorbate, Tin Oxide, Hexylene Glycol, Ricinus Communis Seed Oil, Sodium Hyaluronate, Hydrogenated Castor Oil. May Contain: CI 77891 (Titanium Dioxide), CI 77491 (Iron Oxides), CI 15850 (Red 7 Lake), CI 15850 (Red 6), CI 45410 (Red 28 Lake).",https://www.ulta.com/p/mini-bloom-highlighting-blush-pimprod2038000?sku=2608439,0,4.5
CoverGirl,Eye Enhancers 4 Kit Shadows,"Home
Makeup
Eyes
Eyeshadow","Talc, Mica, Zinc Stearate, Mineral Oil, Dimethicone, Boron Nitride, Calcium Silicate, Methylparaben, Propylparaben, Sodium Dehydroacetate, BHT, Quaternium-15. Sparkle Shades May Also Contain: Dicalcium Sodium Borosilicate, Calcium Aluminum Borosilicate, Synthetic Fluorphlogopite. May Contain: Titanium Dioxide, Iron Oxides, Ultramarines, Carmine, Manganese Violet, Ferric Ferrocyanide, Blue 1 Lake, Bismuth Oxychloride, Chromium Oxide Greens, Yellow 5 Lake.",https://www.ulta.com/p/eye-enhancers-4-kit-shadows-xlsImpprod641117?sku=2108272,0,4
Well People,Expressionist Brow Gel,"Home
Makeup
Eyes
Eyebrows","Water, Coconut Alkanes, Polyglyceryl-3 Polyricinoleate, Copernicia Cerifera (Carnauba) Wax, Brassica Campestris/Aleurites Fordi Oil Copolymer, Glycerin, Sorbitan Olivate, Theobroma Cacao (Cocoa) Seed Butter, Octyldodecyl Oleate, Butyrospermum Parkii (Shea) Butter, Helianthus Annuus (Sunflower) Seed Wax, Leuconostoc/Radish Root Ferment Filtrate, Magnesium Myristate, Silica, Zinc Stearate, Magnesium Sulfate, Sodium Chloride, Coco Caprylate/Caprate, Aloe Barbadensis Leaf Juice, Cocos Nucifera (Coconut) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Vitis Vinifera (Grape) Seed Oil, Tocopherol, Sodium Phytate, Helianthus Annuus (Sunflower) Seed Oil, May Contain (+/-): Titanium Dioxide (CI 77891), Iron Oxides (CI 77491), Iron Oxides (CI 77492), Iron Oxides (CI 77499).",https://www.ulta.com/p/expressionist-brow-gel-pimprod2008565?sku=2553305,0,4.5
KIKO Milano,Full Coverage 2-In-1 Foundation & Concealer,"Home
Makeup
Face
Foundation","Aqua (Water/Eau), Dimethicone, Isohexadecane, Isononyl Isononanoate, Caprylyl Dimethicone Ethoxy Glucoside, Zinc Stearate, Dimethicone Crosspolymer, Sorbitan Isostearate, Squalane, Glycerin, Butylene Glycol, Aluminum/Magnesium Hydroxide Stearate, Phenoxyethanol, Sodium Chloride, Hexylene Glycol, Potassium Sorbate, Sodium Dehydroacetate, Maltodextrin, Tocopheryl Acetate, Fructose, Glucose, Mica, Voandzeia Subterranea Seed Extract, Dextrin, Sucrose, Urea, Alanine, Aspartic Acid, Glutamic Acid, Hydrolyzed Vegetable Protein. May Contain: CI 77891 (Titanium Dioxide), CI 77491-CI 77492-CI 77499 (Iron Oxides).",https://www.ulta.com/p/full-coverage-2-in-1-foundation-concealer-pimprod2020414?sku=2576031,0,3.9
LORAC,Petite PRO Contour Palettes,"Home
Makeup
Face
Contouring","Talc, Mica, Silica, Dimethicone, Zinc Stearate, Boron Nitride, Triethylhexanoin, Kaolin, Methicone, Aqua/Water/Eau, Propylene Glycol, Phenoxyethanol, Lauroyl Lysine, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Calendula Officinalis Flower Extract, Carum Petroselinum (Parsley) Extract, Citrus Limon (Lemon) Peel Extract, Althaea Officinalis Root Extract, Centaurea Cyanus Flower Extract, Cucumis Sativus (Cucumber) Fruit Extract, Sorbic Acid, Chlorphenesin, Benzoic Acid. +/- (May Contain/Peut Contenir): CI 77491, CI 77492, CI 77499/Iron Oxides.",https://www.ulta.com/p/petite-pro-contour-palettes-pimprod2025327?sku=2583762,0,4.5
Jaclyn Cosmetics,Rouge Romance Matte Blush Palette,"Home
Gifts
By Price
$50 and Under","Tea Room, Fancy-Pants, Pretty Posh, Tempting, Boudoir: Mica, Talc, Squalane, Dimethicone, Zinc Stearate, Polymethylsilsesquioxane, Polyethylene, HDI/Trimethylol Hexyllactone Crosspolymer, Potassium Sorbate, Tocopheryl Acetate, Trimethylsiloxysilicate, Phenoxyethanol, Lauroyl Lysine, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol. May Contain: Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77499, CI 77492), Red 30 Lake (CI 73360), Yellow 5 Lake (CI 19140), Red 6 (CI 15850), Red 7 Lake (CI 15850), Red 40 Lake (CI 16035), Red 28 Lake (CI 45410), Ultramarines (CI 77007).
Ever After: Mica, Talc, Squalane, Dimethicone, Zinc Stearate, Polymethylsilsesquioxane, Polyethylene, HDI/Trimethylol Hexyllactone Crosspolymer, Potassium Sorbate, Tocopheryl Acetate, Trimethylsiloxysilicate, Phenoxyethano l, Lauroyl Lysine, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Silica, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77499), Red 30 Lake (CI 73360), Yellow 5 Lake (CI 19140), Red 6 (CI 15850), Red 7 Lake (CI 15850), Red 40 Lake (CI 16035).",https://www.ulta.com/p/rouge-romance-matte-blush-palette-pimprod2026658?sku=2583362,0,4.9
