company,product name ,category,ingredients,link,total number of reviews,product rate 
Kopari Beauty,Antioxidant Face Shield Mineral SPF 30,"Home
Body Care
Suncare
Sunscreen","Active: Zinc Oxide 14.14 %...Sunscreen.
Inactive: Water/Aqua/Eau, Propanediol, C12-15 Alkyl Benzoate, Glycerin, lsoamyl Laurate, Butyloctyl Salicylate, Styrene/Acrylates Copolymer, Pentylene Glycol, Cetearyl Alcohol, Polysorbate 60, Potassium Cetyl Phosphate, Sodium Hyaluronate, Rubus ldaeus (Raspberry) Seed Oil, Glycine Soja (Soybean) Oil, Oryza Saliva (Rice) Extract, Oryza Saliva (Rice) Germ Extract, Panax Ginseng Root Extract, Argania Spinosa Kernel Oil, Bisabolol, Zea Mays (Corn) Oil, 1,2-Hexanediol, Butylene Glycol, Caprylyl Glycol, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, lsohexadecane, Polyhydroxystearic Acid, Sodium Citrate, Triethoxycaprylylsilane, Polyglyceryl-3 Diisostearate, Sorbitan Oleate, Citric Acid, Tocopheryl Acetate, Ethyl Hexanediol, Polysorbate 80, Cholecalciferol.",https://www.ulta.com/p/antioxidant-face-shield-mineral-spf-30-pimprod2031646?sku=2594644,0,4.8
Ahava,Purifying Mud Mask,"Home
Skin Care
Treatment & Serums
Face Masks","Kaolin, Silt (Dead Sea Mud), Aqua (Mineral Spring Water), Cocamide MEA, DMDM Hydantoin, Sodium Lauroamphoacetate, Sodium Trideceth Sulfate, Propanediol (Corn derived Glycol), Glyceryl Stearate, Ethylhexyl Palmitate, Aloe Barbadensis Leaf Extract, Propylene Glycol, Glycerin, Simmondsia Chinensis (Jojoba) Seed Oil, Ceteareth-30, Cetearyl Alcohol, Maris Sal (Dead Sea Water), Sodium Lactate, Zinc Oxide, Caprylyl Glycol, Chlorphenesin, Phenoxyethanol, Panthenol (Pro Vitamin B5), Chamomilla Recutita (Matricaria) Flower Oil, Stearyl Alcohol, Magnesium Aluminum Silicate, Hydroxyethylcellulose, Peg-40 Stearate, Allantoin, Lactic Acid, Dimethicone, Sorbitan Tristearate, Xanthan Gum, PEG-5 Cocoate, PEG-8 Dicocoate, PEG-9, Iodopropynyl Butylcarbamate, Triclosan, Methylisothiazolinone, BHA, Tocopherol (Vitamin E).",https://www.ulta.com/p/purifying-mud-mask-xlsImpprod3230225?sku=2230690,0,4.4
IT Cosmetics,Celebration Foundation Illumination,"Home
Makeup
Face
Foundation","Mica, Titanium Dioxide, Zinc Oxide, Lauroyl Lysine, Zinc Stearate, Ethylhexyl Palmitate, Aqua (Water, Eau), Silica, Niacinamide, Retinyl Palmitate, Hydrolyzed Collagen, Serica / Silk Powder / Poudre De Soie, Tocopherol, Glycine Soja (Soybean) Oil, Palmitoyl Tripeptide - 1, Palmitoyl Tetrapeptide - 7, Silica Dimethyl Silylate, Hyaluronic Acid, Ascorbyl Palmitate, Aloe Barbadensis Leaf Extract, Camellia Oleifera Leaf Extract, Camellia Sinensis Leaf Extract, Carica Papaya Fruit Extract, Vitis Vinifera Seed Extract, Chamomilla Recutita Flower Extract, Olea Europaea Fruit Extract, Punica Granatum Extract, Rosa Canina Fruit Extract, Glycerin, Butylene Glycol, Carbomer, Polysorbate 20, Cholesteryl Chloride, Cholesteryl Nonanoate, Cholesteryl Oleyl Carbonate, Phenoxyethanol, BHT. May Contain: Iron Oxides (CI 77499, CI 77491, CI 77492).",https://www.ulta.com/p/celebration-foundation-illumination-xlsImpprod6420042?sku=2269897,0,4.3
Clinique,Even Better Makeup Broad Spectrum SPF 15 Foundation,"Home
Makeup
Face
Foundation","Active: Octinoxate 5.90%, Titanium Dioxide 3.50%, Zinc Oxide 2.80%. Inactive: Water\Aqua\Eau, Methyl Trimethicone, Phenyl Trimethicone, Dimethicone, Triethylhexanoin, Butylene Glycol, Trimethylsiloxysilicate, Yeast Extract\Faex\Extrait De Levure, PEG-10 Dimethicone, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Alumina, Citrus Grandis (Grapefruit) Peel Extract, Betula Alba (Birch) Bark Extract, Saccharomyces Lysate Extract, Astrocaryum Murumuru Seed Butter, C12-15 Alkyl Benzoate, Glycerin, Sodium Myristoyl Sarcosinate, Acetyl Glucosamine, Caprylyl Methicone, Methicone, Polyglyceryl-6 Polyricinoleate, Disteardimonium Hectorite, Dimethicone Crosspolymer-3, Isopropyl Titanium Triisostearate, Lecithin, Laureth-7, Tocopheryl Acetate, Magnesium Ascorbyl Phosphate, Dimethicone/PEG-10/15 Crosspolymer, Dipropylene Glycol, Sodium Chloride, Caprylyl Glycol, Tetrahexyldecyl Ascorbate, Disodium EDTA, Phenoxyethanol, Polyaminopropyl Biguanide, Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Mica, Bismuth Oxychloride (CI 77163).
Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://www.ulta.com/p/even-better-makeup-broad-spectrum-spf-15-foundation-xlsImpprod10791919?sku=2206255,0,4.5
Hero Cosmetics,Force Shield Superbeam Sunscreen Apricot SPF 30,"Home
Body Care
Suncare
Sunscreen","Active Ingredient: Zinc Oxide.
Inactive Ingredients: Water (Aqua), Caprylic/Capric Triglyceride, Propanediol, C13-15 Alkane, C15-19 Alkane, Butyloctyl Salicylate, Bis-Diglyceryl Polyacyladipate-2, Octyldodecanol, Cetearyl Alcohol, Polyacrylate Crosspolymer-6, Hippophae Rhamnoides Oil, Betaine, Mica, Musa Sapientum (Banana) Leaf/Trunk Extract, Silica, Coco-Glucoside, Arachidyl Alcohol, Xanthan Gum, Polyhydroxystearic Acid, Polyglyceryl-3 Polyricinoleate, Isostearic Acid, Lecithin, Polyglyceryl-3 Lactate/Laurate, Polyglycerin-3, Bisabolol, Tocopherol, Behenyl Alcohol, Caprylhydroxamic Acid, Sodium Dilauramidoglutamide Lysine, Citric Acid, Arachidyl Glucoside, Ectoin, Niacinamide, Maltodextrin, Sodium Citrate, Sodium Phytate, Terminalia Ferdinandiana Fruit Extract, Lactobacillus Ferment, Tin Oxide, Glucose, Leuconostoc/Radish Root Ferment Filtr.Ate, Yellow Iron Oxide, Red Iron Oxide, Titanium Dioxide.",https://www.ulta.com/p/force-shield-superbeam-sunscreen-apricot-spf-30-pimprod2036749?sku=2605374,0,4.2
Elizabeth Arden,PREVAGE City Smart Broad Spectrum SPF 50 Hydrating Shield,"Home
Body Care
Suncare
Sunscreen","Cyclopentasiloxane, Water/Aqua/Eau, Isododecane, Dimethicone, Titanium Dioxide, Zinc Oxide, C12-15 Alkyl Benzoate, Isopropyl Myristate, Pentylene Glycol, Butylene Glycol, Silica Dimethyl Silylate, Caprylyl Methicone, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Acrylates/Polytrimethylsiloxymethacrylate Copolymer, Glycerin, Aluminum Hydroxide, Stearic Acid, Peg-9 Polydimethylsiloxyethyl Dimethicone, Carnosine, Acrylates/Ethylhexyl Acrylate/Dimethicone Methacrylate Copolymer, Arabidopsis Thaliana Extract, Camellia Sinensis Leaf Extract, Caprylyl Glycol, Disodium Edta, Ergothioneine, Ferulic Acid, Hydrogen Dimethicone, Hydroxydecyl Ubiquinoyl Dipalmitoyl Glycerate, Lecithin, Mica, Micrococcus Lysate, Parfum/Fragrance, Peg/Ppg-18/18 Dimethicone, Plankton Extract, Sodium Pca, Tin Oxide, Tocopheryl Acetate, Triethoxycaprylylsilane, Alpha-Isomethyl Ionone, Linalool, Chlorphenesin, Phenoxyethanol, Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Titanium Dioxide (Ci 77891).",https://www.ulta.com/p/prevage-city-smart-broad-spectrum-spf-50-hydrating-shield-xlsImpprod15051023?sku=2502878,0,4.5
ULTA Beauty Collection,Tinted Mineral Face Lotion SPF 30,"Home
Body Care
Suncare
Sunscreen","Active Ingredients :Titanium Dioxide 3%, Zinc Oxide 3% Inactive Ingredients: Allantoin, Alumina, Butyrospermum Parkii (Shea) Butter, Camellia Oleifera (Green Tea) Leaf Extract, Cetyl PEG/PPG-10/1 Dimethicone, Cucumis Sativus (Cucumber) Extract, Cyclopentasiloxane, Dimethicone Crosspolymer, Disteardimonium Hectorite, Ethylhexylglycerin, Fragrance, Glycerin, Hexyl Laurate, Iron Oxides, Linum Usitatissimum (Linseed) Seed Oil, Oenothera Biennis (Evening Primrose) Oil, PEG-10 Dimethicone, Phenoxyethanol, Plankton Extract, Polyglyceryl-4 Isostearate, Polymethylsilsesquioxane, Rosa Canina Seed Extract, Silica, Stearic Acid, Tocopheryl Acetate, Triethoxycaprylylsilane, Water
Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://www.ulta.com/p/tinted-mineral-face-lotion-spf-30-xlsImpprod15721127?sku=2310371,0,4.3
Murad,City Skin Age Defense Broad Spectrum SPF 50 / PA++++,"Home
Body Care
Suncare
Sunscreen","Active: Titanium Dioxide (2.7%), Zinc Oxide (10.0%).
Inactive: Water (Aqua), Dimethicone, C12-15 Alkyl Benzoate, Glycerin, Triheptanoin, Caprylic/Capric Triglyceride, C13-16 Isoparaffin, Argania Spinosa Kernel Oil, Tocopheryl Acetate, Polyurethane-35, Polyhydroxystearic Acid, Polymethylsilsesquioxane, Dimethicone/Vinyl Dimethicone Crosspolymer, Avena Sativa (Oat) Kernel Extract, Xanthophyll, Retinyl Palmitate, Ascorbic Acid, Bisabolol, Hydrolyzed Jojoba Esters, Urea, Yeast Amino Acids, Trehalose, Inositol, Taurine, Betaine, Biosaccharide Gum-4, Hydroxyphenyl Propamidobenzoic Acid, Silica, Tapioca Starch, Sucrose, Pentylene Glycol, Butylene Glycol, Dimethicone/Peg-10/15 Crosspolymer, Lauryl Peg-9 Polydimethylsiloxyethyl Dimethicone, Peg-8 Dimethicone, Octyldodecanol, Sodium Propoxyhydroxypropyl Thiosulfate Silica, Peg/Ppg-18/18 Dimethicone, Triethoxycaprylylsilane, Aluminum Stearate, Alumina, Ethylhexylglycerin, Phenoxyethanol, Iron Oxides (Ci 77491).",https://www.ulta.com/p/city-skin-age-defense-broad-spectrum-spf-50-pa-xlsImpprod15911015?sku=2508733,0,4.6
Almay,Clear Complexion Make Myself Clear Makeup,"Home
Makeup
Face
Foundation","Active Ingredients: Salicylic Acid - (0.6 %). Inactive Ingredients: Aqua (Water), CyclopentaSiloxane, Cyclohexasiloxane, Butylene Glycol, Nylon-12, Trimethylsiloxysilicate, Cetyl PEG, 1 Dimethicone, PPG-10, Boron Nitride, Isodecyl Neopentanoate, Talc, Dimethicone, PEG, PEG/PPG 18/18, sodium chloride, Alumina, Dipotassium Glycyrrhizate, Methoxypropylgluconamide, panthenol, Panthenyl Ethyl Ether, Fomes Officinalis Extract (Mushroom), Tocopheryl Acetate, Aloe Barbadensis Leaf Juice, Centaurea Cyanus Flower Extract, Spiraea Ulmaria Extract, Chamomilla Recuitita (Matricaria) Flower Extract, Hydrolyzed Vegetable Protein, Trisiloxane, Phytantriol, Tribehenin, Sorbitan Sesquioleate, Silica, Silsesquioxane Copolymer, Methoxy Amodimethicone, dimethicone, Bis-Isobutyl PPG-20 Crosspolymer, Triethoxycaprylylsilane, Methicone, EDTA, tetrasodium edta, PHenoxyethanol, propylparaben, MEthylparaben, Ethylparaben, May Contain: Titanium Dioxide (Cl 77891), Iron Oxides (Cl 77491, 77492, 77499), Zinc Oxide (Cl 77947).",https://www.ulta.com/p/clear-complexion-make-myself-clear-makeup-xlsImpprod4040035?sku=2527735,0,4.1
ULTA Beauty Collection,Mineral Sunscreen Lotion SPF 50,"Home
Body Care
Suncare
Sunscreen","Active: Titanium Dioxide 4%, Zinc Oxide 4%. Inactive: Allantoin, Alumina, Butyrospermum Parkii (Shea) Butter, Camellia Oleifera (Green Tea) Leaf Extract, Cetyl PEG/PPG-10/1 Dimethicone, Cucumis Sativus (Cucumber) Extract, Cyclopentasiloxane, Dimethicone Crosspolymer, Disodium EDTA, Disteardimonium Hectorite, Ethylhexylglycerin, Fragrance, Glycerin, Hexyl Laurate, Linum Usitatissimum (Linseed) Seed Oil, Oenothera Biennis (Evening Primrose) Oil, PEG-10 Dimethicone, Phenoxyethanol, Plankton Extract, Polyglyceryl-4 Isostearate, Polymethylsilsesquioxane, Rosa Canina Seed Oil, Silica, Stearic Acid, Tocopheryl Acetate, Water.
Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",https://www.ulta.com/p/mineral-sunscreen-lotion-spf-50-pimprod2003870?sku=2536168,0,3.7
Urban Skin Rx,Clear Complexion Acne Serum + Spot Treatment,"Home
Skin Care
Treatment & Serums
Acne & Blemish Treatments","Active: 7.5% Benzoyl Peroxide
Inactive: Water, Glycolic Acid, Propanediol, Glycerin, Sodium Acrylates Copolymer, Oligopeptide-68, Alpha-Arbutin, Glutathione, Kojic Acid, Retinol Palmitate, Tocopherol Oil, Aloe Barbadensis Leaf Juice, Salix Nigra (Willow) Bark Extract, Hamamelis Virginiana (Witch Hazel) Water, Arnica Montana (Arnica) Extract, Niacinamide, Azelaic Acid, Zinc Oxide, (Organic) Echinacea Angistifolia Root, Opuntia Ficus-Indica Stem Extract, (Organic) Alcohol, Citric Acid, Lecithin, Sodium Phytate, Alcohol, Butylene Glycol, Hydrogenated Lecithin, Sodium Oleate, Disodium Edta, Sodium Hydroxide, Polyacrylate-13, Polyisobutene, Polysorbate 20, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Phenoxyethanol, Ethylhexylglycerin, 1,3 Propanediol, Carbomer, Dimethicone, Peg-40 Stearate, Silica, Sodium Citrate, Sodium Dioctyl Sulfosuccinate, Sorbitan Stearate, Xanthan Gum, Sorbitan Isostearate, Benzoic Acid, Glycine Soja (Soybean) Oil.",https://www.ulta.com/p/clear-complexion-acne-serum-spot-treatment-pimprod2004078?sku=2542186,0,4.3
